"Col0","pAc","smiles","SlogP","SMR","LabuteASA","TPSA","AMW","ExactMW","NumLipinskiHBA","NumLipinskiHBD","NumRotatableBonds","NumHBD","NumHBA","NumAmideBonds","NumHeteroAtoms","NumHeavyAtoms","NumAtoms","NumStereocenters","NumUnspecifiedStereocenters","NumRings","NumAromaticRings","NumSaturatedRings","NumAliphaticRings","NumAromaticHeterocycles","NumSaturatedHeterocycles","NumAliphaticHeterocycles","NumAromaticCarbocycles","NumSaturatedCarbocycles","NumAliphaticCarbocycles","FractionCSP3","Chi0v","Chi1v","Chi2v","Chi3v","Chi4v","Chi1n","Chi2n","Chi3n","Chi4n","HallKierAlpha","kappa1","kappa2","kappa3","slogp_VSA1","slogp_VSA2","slogp_VSA3","slogp_VSA4","slogp_VSA5","slogp_VSA6","slogp_VSA7","slogp_VSA8","slogp_VSA10","slogp_VSA11","slogp_VSA12","smr_VSA1","smr_VSA3","smr_VSA4","smr_VSA5","smr_VSA6","smr_VSA7","smr_VSA9","smr_VSA10","peoe_VSA1","peoe_VSA2","peoe_VSA3","peoe_VSA4","peoe_VSA5","peoe_VSA6","peoe_VSA7","peoe_VSA8","peoe_VSA9","peoe_VSA10","peoe_VSA11","peoe_VSA12","peoe_VSA13","peoe_VSA14","MQN1","MQN2","MQN3","MQN4","MQN5","MQN6","MQN8","MQN9","MQN10","MQN11","MQN12","MQN13","MQN14","MQN16","MQN17","MQN19","MQN20","MQN21","MQN22","MQN23","MQN24","MQN25","MQN26","MQN27","MQN28","MQN29","MQN30","MQN31","MQN32","MQN33","MQN34","MQN35","MQN36","MQN37","MQN41","MQN42"
97,5.0,"CCN1C=CC(=CC1=O)C2=CC3=C(C=C2)N=C(S3)N",2.7271,79.40240000000003,113.69108960204572,60.91,271.345,271.07793303600005,4,2,2,1,5,0,5,19,32,0,0,3,3,0,0,2,0,0,1,0,0,0.14285714285714285,11.275979018369299,6.857290590249176,5.336504201067396,3.9224222340717407,2.844045082554136,6.040794009321449,4.274277203977446,3.0750943619121602,2.070591689293924,-2.1399999999999997,11.922863157563292,4.512098560693943,2.125535800844382,11.29293437221419,9.551078168738563,6.544756405912575,0.0,6.923737199690624,41.32321609799295,0.0,21.343523617479356,5.131558479839333,0.0,11.336785877934737,0.0,9.551078168738563,0.0,13.4684936056032,5.733667477162185,46.88248299304495,11.126902983393991,26.68496499185943,10.30076712495354,4.794537184071822,4.9839785209472085,0.0,0.0,17.403152946396347,36.249741388469445,18.80796704598726,10.216620634085363,0.0,5.131558479839333,0.0,5.559266895052007,0.0,14,0,0,0,0,1,1,2,1,0,19,4,1,8,8,2,5,4,2,1,0,0,3,1,0,0,8,7,0,0,0,1,2,0,2,1
98,5.0,"CN1CCC(CC1)OC2=NC=NC3=C2N=C(C=C3)C4=CC(=CN=C4)NS(=O)(=O)C5=CC=CC=C5",3.3606000000000016,128.9615,197.47368649573002,110.19999999999999,476.5620000000001,476.16305962800004,9,1,6,1,8,0,10,34,58,0,0,5,4,1,1,3,1,1,1,0,0,0.25,19.442188075304674,12.464027478894131,9.926776542014382,7.129152932989647,4.930412853841841,10.980864231299739,8.244374300604866,5.731953966480324,3.875190484974247,-3.6299999999999994,22.17653144861381,9.317056227040805,4.824644245694001,9.458957818252138,59.4947719812189,10.023291153407584,0.0,12.841643245852019,72.14742724120136,0.0,22.29078092177798,5.687386274683562,5.879988336435371,0.0,13.154659938128987,24.83582381463931,0.0,23.841093109118095,24.859279658954428,67.25194376568358,17.137367822980828,26.74407886332367,9.636772684650527,9.706073385399296,18.385754026223353,4.9839785209472085,0.0,18.19910120538483,50.22115057083726,24.849807875135223,27.990342034279134,12.431286462512844,5.516700717616262,5.879988336435371,10.023291153407584,0.0,24,0,0,0,0,1,1,5,3,0,34,7,2,18,11,6,12,9,1,1,0,0,3,2,0,1,19,9,0,0,0,0,5,0,2,1
99,5.0,"C1=CC=C(C=C1)S(=O)(=O)NC2=CN=CC(=C2)C3=NC4=C(C=C3)N=CN=C4OC5=CN=CC=C5",4.074900000000002,122.12549999999999,188.80677347968677,119.85000000000001,456.48700000000014,456.10045937200005,9,1,6,1,8,0,10,33,49,0,0,5,5,0,0,4,0,0,1,0,0,0.0,17.84581175812736,11.296698370619803,8.597080347363482,6.034190875203881,4.177335272727399,9.813535123025408,6.914678105953965,4.63699190869456,3.122112903859804,-4.4399999999999995,20.461988542037684,8.595114424982016,4.456902516950036,9.458957818252138,33.33768958906498,10.023291153407584,0.0,0.0,96.67384852135073,0.0,22.29078092177798,5.687386274683562,11.629500169719275,0.0,13.154659938128987,24.91989260473604,0.0,4.895483475517775,4.722094864452088,91.77836504583294,22.886879656264732,26.744078863323665,4.736862953800049,14.690051906346504,18.385754026223353,4.9839785209472085,0.0,18.19910120538483,42.46456947923127,17.957138634923147,34.18718560589221,12.076831908048447,5.516700717616262,5.879988336435371,10.023291153407584,0.0,23,0,0,0,0,1,1,5,3,0,33,6,2,15,14,6,12,9,1,1,0,0,2,2,0,1,20,8,0,0,0,0,5,0,2,1
100,5.0,"C1=CC2=C(C=C1C3=CC(=O)NC=C3)SC(=N2)N",2.2338,70.0891,100.75123388665718,71.77,243.291,243.046632908,4,3,1,2,4,0,5,17,26,0,0,3,3,0,0,2,0,0,1,0,0,0.0,9.621658641682792,5.890825490143463,4.738435058919855,3.360721295426344,2.519606244687303,5.074328909215737,3.6762080618299042,2.5133934232667623,1.74615285142709,-2.1399999999999997,10.042229201757829,3.708881168170071,1.8054999890718435,11.29293437221419,9.967957041894417,0.0,0.0,0.0,41.32321609799295,0.0,21.343523617479352,5.131558479839333,0.0,11.336785877934737,0.0,9.967957041894417,0.0,0.0,5.733667477162185,46.88248299304495,11.126902983393991,26.68496499185943,10.717645998109393,4.794537184071822,4.9839785209472085,0.0,0.0,17.403152946396347,29.32600418877882,12.263210640074686,10.216620634085363,0.0,5.131558479839333,5.559266895052007,0.0,0.0,12,0,0,0,0,1,1,2,1,0,17,2,1,8,8,1,5,4,3,2,0,0,2,0,0,0,9,6,0,0,0,1,2,0,2,1
101,5.01,"C1COCCN1C2=CC(=O)C3=C(O2)C(=CS3)C4=CC(=CC=C4)N",2.9403000000000006,93.24140000000001,136.4440709525407,68.7,328.39300000000003,328.088163372,5,2,2,1,6,0,6,23,39,0,0,4,3,1,1,2,1,1,1,0,0,0.23529411764705882,13.26658234735671,8.341331994976589,6.361049961307121,4.926699432656984,3.687707183969278,7.461679183721693,5.481397150052226,3.9508639121878044,2.7751432476742606,-2.3099999999999996,14.292947598973017,5.715519610708396,2.59909307951298,16.062367599913205,26.303276740850986,4.736862953800049,0.0,0.0,44.92358623389914,0.0,21.409843041505333,11.57156847654457,0.0,11.336785877934737,9.154013890853395,0.0,0.0,0.0,36.93685394886365,45.93522568874633,11.126902983393991,33.19129441259065,19.78759109886606,4.794537184071822,0.0,0.0,11.336785877934737,12.13273413692322,17.696185628620217,35.78678041713324,13.213763929025836,4.699919916469101,11.467202343503251,5.428790391900541,0.0,0.0,17,0,0,0,0,1,1,1,1,2,23,3,1,14,8,2,8,5,2,1,0,0,2,0,0,0,13,8,0,0,0,1,3,0,2,1
102,5.02,"CC1=CC=C(C=C1)C2=C3C(=NC=NC3=NN2)N",1.9105199999999993,66.26910000000001,97.71155260096407,80.48,225.255,225.10144535199998,5,3,1,2,4,0,5,17,28,0,0,3,3,0,0,2,0,0,1,0,0,0.08333333333333333,9.30574240163763,5.27086731013497,3.922148353915461,2.7204366672740457,1.8079174306906145,5.27086731013497,3.922148353915461,2.7204366672740457,1.8079174306906145,-2.4300000000000006,9.771792363117061,3.5517311978484143,1.5200147646414075,5.733667477162185,20.16532065849649,0.0,6.923737199690624,5.563451491696996,30.59278834861098,0.0,22.29078092177798,5.817862777835028,0.0,0.0,0.0,20.16532065849649,0.0,6.923737199690624,5.733667477162185,36.156239840307975,11.257379486545457,16.85126421306755,5.733667477162185,5.098681808301038,9.967957041894417,5.098681808301038,0.0,29.828919765543436,6.923737199690624,5.563451491696996,11.080152209313257,12.14518285259957,5.647177220767728,0.0,0.0,0.0,12,0,0,0,0,0,1,4,0,0,17,3,0,8,8,1,5,5,3,2,0,0,2,0,0,0,9,6,0,0,0,1,2,0,2,1
103,5.03,"C[C@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)S(=O)(=O)C4CC4)C5=CC=C(C=C5)NC(=S)NCCO",2.2137000000000007,139.25799999999998,210.77100507653265,116.68,517.6770000000004,517.181746472,9,3,8,3,8,0,11,35,66,1,0,5,2,3,3,1,1,1,1,2,2,0.5416666666666666,21.368501911180907,14.029363118895077,12.419245517191056,10.153739574626972,7.238081726403084,12.074795350509651,9.47283760896242,6.851628862069477,4.556238701357606,-2.34,24.358642425389643,9.606580084489666,4.865422172973698,15.533486938863138,72.80665587028285,19.32113854343511,0.0,38.300951686243124,30.33183534230805,0.0,11.387855989696924,11.50524905251859,0.0,12.217873443046695,18.26118733296969,15.284745645900749,0.0,48.64582500374236,43.126857040220706,36.02576333715651,11.387855989696924,38.672812516707545,25.376877287503895,0.0,18.385754026223353,0.0,0.0,0.0,69.0903654082878,30.406717646667317,36.80635274751735,10.564885231052587,20.77409451914219,0.0,0.0,0.0,24,0,0,0,0,2,2,3,3,1,35,12,3,18,6,8,13,9,3,3,0,0,5,4,1,1,15,8,1,2,0,0,3,0,0,0
104,5.04,"CC1=C(SC(=N1)NC(=O)N2C[C@@H](C[C@H]2C(=O)N)N(C)C)C3=CSC(=N3)C(C)(C)C",2.8942200000000016,117.45810000000003,178.67940058301875,104.45,436.6070000000002,436.171516136,8,3,4,2,7,3,10,29,57,2,0,3,2,1,1,2,1,1,0,0,0,0.5789473684210527,19.278455344842335,11.138329379174793,10.43244273972017,7.350869344314231,5.145192307832386,9.442179986992173,8.57526912109937,4.98746597686608,3.255419023054612,-2.04,21.6636758645951,8.000944263623815,4.593443240279005,11.050456081168516,64.42985277484782,10.209527653468601,6.923737199690624,37.893584913699115,5.380062770465915,0.0,10.571075188549761,9.926095663911155,0.0,22.673571755869474,9.589074368143644,19.76777650359537,5.733667477162185,51.61444254938121,25.956888975273287,16.081614462167142,10.571075188549761,39.743424477398385,15.533486938863142,10.111325788078153,14.76249422596624,0.0,11.336785877934737,32.107997477006606,27.439902787971015,23.38165047492323,21.27262688025099,6.041840829147961,5.131558479839333,5.907179729351506,0.0,6.031114512338072,19,0,0,0,0,2,3,3,2,0,29,14,2,10,5,4,10,8,3,2,0,0,9,1,3,1,7,8,0,0,0,3,0,0,0,0
105,5.04,"C1COCCN1C2=CC(=O)N=C(N2)CC3=NC4=C(O3)C=C(C=C4)F",1.4776,84.66270000000002,135.64275088534663,84.25,330.319,330.11281856,7,1,3,1,6,0,8,24,39,0,0,4,3,1,1,2,1,1,1,0,0,0.3125,12.789285113591934,7.651685384262365,5.547160966051306,3.8429257539117683,2.717466337761433,7.651685384262365,5.547160966051306,3.8429257539117683,2.717466337761433,-2.7399999999999998,14.827247916736049,6.044875918909173,3.0008657881942873,10.459176625902485,41.255212303692616,11.157684576726059,5.817220841045895,11.715128420025835,33.47715639497161,0.0,11.099720859258504,10.208277825509848,0.0,0.0,13.544428938528215,14.951935562841626,0.0,6.4208216229260096,31.203186471701464,52.151621614042,0.0,16.917583637093532,19.03790214265108,4.794537184071822,9.374393568622029,4.9839785209472085,0.0,0.0,12.13273413692322,25.22224694874837,19.634585551951844,22.976188834497112,5.583020141642242,5.890723922025908,5.559266895052007,0.0,16,1,0,0,0,0,0,4,1,2,24,4,1,14,8,3,10,7,1,1,0,0,2,1,0,0,13,8,0,0,0,1,3,0,2,1
106,5.05,"C1=CC2=C(C=C1C3=CC=NC=C3)SC(=N2)N",2.9405,67.2634,96.58971178661342,51.8,227.292,227.051718288,3,2,1,1,4,0,4,16,25,0,0,3,3,0,0,2,0,0,1,0,0,0.0,9.237974215908514,5.70908218854956,4.532722749713869,3.2659614344608774,2.4398193136073836,4.892585607621834,3.470495752623919,2.418633562301295,1.6663659203471708,-1.94,9.297808405279705,3.5720636312827736,1.5291660906813103,5.733667477162185,9.967957041894417,0.0,0.0,0.0,42.725522485534206,0.0,21.343523617479352,5.131558479839333,0.0,11.336785877934737,0.0,9.967957041894417,0.0,0.0,5.733667477162185,42.725522485534206,11.126902983393991,26.68496499185943,5.733667477162185,4.9839785209472085,4.9839785209472085,0.0,0.0,17.403152946396347,35.392371257240434,12.393687143226153,10.216620634085363,0.0,5.131558479839333,0.0,0.0,0.0,12,0,0,0,0,1,1,2,0,0,16,2,0,8,8,1,3,3,2,1,0,0,1,0,0,0,10,5,0,0,0,1,2,0,2,1
107,5.05,"C1COCCN1C2=CC(=O)C3=C(O2)C(=CS3)C4=CC5=CC=CC=C5N4",3.839400000000002,100.68570000000001,146.99500520827746,58.47,352.415,352.088163372,5,1,2,1,5,0,6,25,41,0,0,5,4,1,1,3,1,1,1,0,0,0.21052631578947367,14.26658234735671,9.135990193715108,7.005850320226622,5.54920648926377,4.177511329200993,8.256337382460213,6.126197508971726,4.573370968794593,3.274063209551074,-2.5699999999999994,14.746171802270691,5.753145400192664,2.452958155207398,10.32870012275102,31.287255261798194,4.736862953800049,0.0,0.0,50.989953302360746,0.0,32.44324447673786,5.884182201861009,0.0,11.336785877934737,9.154013890853395,4.9839785209472085,0.0,0.0,31.203186471701464,52.00159275720794,11.257379486545457,38.406833069988146,19.03790214265108,4.794537184071822,0.0,0.0,11.336785877934737,18.19910120538483,12.13273413692322,35.43886758283374,24.471143415571294,4.699919916469101,11.467202343503251,5.428790391900541,0.0,0.0,19,0,0,0,0,1,0,2,1,2,25,2,1,16,10,2,8,5,1,1,0,0,1,0,0,0,15,9,0,0,0,2,3,0,4,2
108,5.05,"CC1=C(C=C(C=C1)[N+](=O)[O-])S(=O)(=O)N(C)/N=C/C2=C3C=C(C=CC3=CN=C2)Br",3.868520000000003,109.81920000000001,169.39122757828721,105.77,463.3130000000001,461.9997380600001,8,0,5,0,6,0,10,28,43,0,0,3,3,0,0,1,0,0,2,0,0,0.1111111111111111,17.30670585007744,10.244734080634068,8.819035981429883,6.4001937706089835,4.151116528088814,8.011672482276076,5.984953679498779,4.121322143192146,2.5895082023887723,-2.8499999999999988,19.899061383962643,7.64327431720774,3.873481932220357,0.0,36.001577900706614,10.023291153407584,17.038055468456196,11.126902983393991,63.26150007108572,0.0,10.772448428929591,5.687386274683562,0.0,15.929943897949348,13.341108033146607,9.398197305347496,5.101407525739723,11.819220675208399,7.04767198267719,74.50583032198779,0.0,48.6276703345054,0.0,15.09829678971278,0.0,17.93342329446895,0.0,28.06267803487257,30.006147042775634,46.99648848482076,16.03339510387076,0.0,0.0,0.0,15.710677428091145,0.0,18,0,0,1,0,1,3,1,4,0,28,9,4,9,8,5,13,8,0,0,1,1,7,2,2,1,9,7,0,0,0,0,3,0,2,1
109,5.07,"C1COCCN1C2=CC(=O)N=C(N2)CC3=NC4=C(O3)C=CC=C4F",1.4776,84.66270000000003,135.64275088534663,84.25,330.319,330.11281856,7,1,3,1,6,0,8,24,39,0,0,4,3,1,1,2,1,1,1,0,0,0.3125,12.789285113591934,7.6576684484060715,5.521692948952827,3.8621891031040265,2.7321540901572368,7.6576684484060715,5.521692948952827,3.8621891031040265,2.7321540901572368,-2.7399999999999998,14.827247916736049,6.044875918909173,2.8752154575162407,10.459176625902485,41.255212303692616,11.157684576726059,5.817220841045895,11.715128420025835,33.47715639497161,0.0,11.099720859258504,10.208277825509848,0.0,0.0,13.544428938528215,14.951935562841626,0.0,6.4208216229260096,31.203186471701464,52.151621614042,0.0,16.917583637093532,19.03790214265108,4.794537184071822,9.374393568622029,4.9839785209472085,0.0,6.06636706846161,12.13273413692322,19.15587988028676,19.634585551951844,17.158967993451217,11.400240982688137,5.890723922025908,5.559266895052007,0.0,16,1,0,0,0,0,0,4,1,2,24,4,1,14,8,3,10,7,1,1,0,0,2,1,0,0,13,8,0,0,0,1,3,0,2,1
110,5.08,"CNC(=O)C1=NC(=CN=C1N)C2=CC(=CC=C2)C(F)(F)F",2.1041999999999996,70.27260000000001,117.57050082008708,80.9,296.252,296.08849563200005,5,3,2,2,4,1,8,21,32,0,0,2,2,0,0,1,0,0,1,0,0,0.15384615384615385,10.900670515629216,5.8488076119784145,4.146777715622223,2.728597201556523,1.677849296042574,5.8488076119784145,4.146777715622223,2.728597201556523,1.677849296042574,-2.6399999999999992,14.76255105525579,5.390191775126402,3.098021326885163,11.050456081168516,22.92280875392311,6.176298517443475,0.0,16.051916670617278,30.462311845459514,0.0,11.257379486545457,18.98910792085949,0.0,0.0,17.96578232709628,15.284745645900749,0.0,6.176298517443475,12.781339459839375,41.71969133200497,11.257379486545457,11.725042507186533,11.050456081168516,4.794537184071822,9.967957041894417,13.171245143024459,0.0,12.13273413692322,12.13273413692322,12.611123474374185,17.454223058158533,0.0,11.51179077268349,0.0,5.907179729351506,6.176298517443475,13,3,0,0,0,0,2,2,1,0,21,9,1,6,6,2,6,5,3,2,0,0,6,1,1,1,7,5,0,0,0,0,2,0,0,0
111,5.09,"CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CSC(=N3)N(C)C",2.1226199999999995,100.22710000000002,153.21963212543233,104.45,380.4990000000001,380.10891588000004,8,3,4,2,7,3,10,25,45,1,0,3,2,1,1,2,1,1,0,0,0,0.4666666666666667,15.908211856839259,9.537240706249886,7.862865588198071,6.063557921979565,4.471189608578178,7.841091314067266,6.027241928974147,3.959820493415913,2.730372141145193,-2.1999999999999997,17.617507804370447,6.964461247637053,3.588783257188929,15.950365812018994,53.488102214849384,4.794537184071822,6.923737199690624,18.53557124070048,5.380062770465915,0.0,10.571075188549761,15.057654143750488,0.0,22.673571755869474,9.589074368143644,14.867866772744893,5.733667477162185,25.807221274690605,30.856798706123765,11.073990765314376,10.571075188549761,44.87498295723772,15.533486938863142,10.111325788078153,14.76249422596624,0.0,11.336785877934737,11.336785877934737,19.765380445542643,26.02016314173287,16.26500318339822,6.041840829147961,10.263116959678666,5.907179729351506,0.0,6.031114512338072,15,0,0,0,0,2,3,3,2,0,25,10,2,10,5,4,10,8,3,2,0,0,6,1,3,0,8,7,0,0,0,3,0,0,0,0
112,5.1,"C1=CC=C(C=C1)CNS(=O)(=O)C2=CN=CC(=C2)C3=CN4C(=NC(=N4)N)C=C3",1.8519999999999999,101.09790000000001,155.3066203255141,115.27,380.4330000000001,380.1055447520001,8,3,5,2,7,0,9,27,43,0,0,4,4,0,0,3,0,0,1,0,0,0.05555555555555555,14.96540584578121,9.604293525434334,7.676966481130635,5.381520892941874,3.6573481877036826,8.12113027783994,5.9100132503582365,4.0132806725595795,2.65224839752034,-3.3,17.13079577494424,6.782101910423896,3.6390285421397808,10.455762341614273,27.999833728140015,16.56804755932016,0.0,5.563451491696996,72.0169507380499,0.0,16.77408020416172,5.948339280986494,0.0,0.0,8.417796984328938,24.304131608263166,0.0,11.440239881430351,5.733667477162185,72.68491875422912,11.126902983393991,21.618807655161806,5.733667477162185,4.9839785209472085,17.655289742396647,4.9839785209472085,5.098681808301038,30.33183534230805,23.762552697081826,36.262190104145795,0.0,4.895483475517775,5.647177220767728,15.97163043439408,0.0,0.0,18,0,0,0,0,1,2,4,2,0,27,6,2,11,11,5,10,8,3,2,0,0,3,2,0,1,14,7,0,0,0,1,3,0,2,1
113,5.1,"CC1=C(SC(=N1)NC(=O)N2C[C@H](C[C@H]2C(=O)N)O)C3=CSC(=N3)C(C)(C)C",2.3249200000000005,105.98990000000002,164.98391643621815,121.44000000000001,409.53700000000015,409.1242315960001,8,4,3,3,7,3,10,27,50,2,0,3,2,1,1,2,1,1,0,0,0,0.5294117647058824,17.278455344842335,10.243902188174877,9.468831364725888,6.6205726009740085,4.771074480968948,8.547752795992256,7.611657746105088,4.257169233525858,2.8813011961911745,-2.04,19.714167070239238,7.173971088721293,4.119604581009666,11.050456081168516,50.603252032084015,10.209527653468601,6.923737199690624,37.893584913699115,5.380062770465915,0.0,10.571075188549761,9.926095663911155,0.0,22.673571755869474,14.69560176298435,14.867866772744893,5.733667477162185,51.67656810798154,11.861545009918906,16.081614462167142,10.571075188549761,39.743424477398385,15.74010460285337,10.111325788078153,14.76249422596624,0.0,11.336785877934737,32.107997477006606,6.923737199690624,23.76063126870128,27.37659326799929,6.041840829147961,5.131558479839333,5.907179729351506,0.0,6.031114512338072,17,0,0,0,0,2,2,3,3,0,27,12,2,10,5,3,11,8,4,3,0,0,8,1,2,1,7,8,0,0,0,3,0,0,0,0
114,5.1,"C1=CC2=C(C=C1C3=NC=CN=C3)SC(=N2)N",2.3354999999999997,65.05840000000002,95.80935976755991,64.69,228.27999999999997,228.046967256,4,2,1,1,5,0,5,16,24,0,0,3,3,0,0,2,0,0,1,0,0,0.0,9.107837542218846,5.568879408118554,4.387486915912194,3.1112478973980653,2.323381660429788,4.752382827190828,3.3252599188222445,2.263920025238483,1.5499282671695753,-2.0100000000000002,9.232920352424768,3.5332110070740144,1.507896091349665,5.733667477162185,14.951935562841626,0.0,0.0,0.0,36.78963192022406,0.0,21.47400012063082,5.131558479839333,0.0,11.336785877934737,0.0,14.951935562841626,0.0,0.0,5.733667477162185,36.78963192022406,11.257379486545457,26.68496499185943,5.733667477162185,9.967957041894417,4.9839785209472085,0.0,0.0,17.403152946396347,12.13273413692322,17.957138634923147,22.1073922005469,0.0,5.131558479839333,0.0,0.0,0.0,11,0,0,0,0,1,1,3,0,0,16,2,0,8,8,1,4,4,2,1,0,0,1,0,0,0,10,5,0,0,0,1,2,0,2,1
115,5.1,"CN1C=C(C=N1)C2=CC3=C(C=C2)N=C(S3)N",2.279,66.23440000000001,96.34223937702437,56.730000000000004,230.296,230.06261732,4,2,1,1,5,0,5,16,26,0,0,3,3,0,0,2,0,0,1,0,0,0.09090909090909091,9.53048727302922,5.689629117382853,4.699513708050751,3.2905177489892385,2.465748317098551,4.873132536455127,3.6372867109608005,2.4431898768296576,1.6922949238383385,-1.88,9.353459968351508,3.312718002029653,1.4526504437748238,5.733667477162185,14.76446326439343,7.04767198267719,0.0,0.0,30.59278834861098,0.0,21.343523617479356,5.131558479839333,0.0,11.336785877934737,0.0,14.76446326439343,7.04767198267719,0.0,5.733667477162185,30.59278834861098,11.126902983393991,26.68496499185943,5.733667477162185,4.681802935145185,4.9839785209472085,5.098681808301038,0.0,17.403152946396347,17.696185628620217,18.80796704598726,16.41346420569844,0.0,5.131558479839333,0.0,0.0,0.0,11,0,0,0,0,1,1,3,0,0,16,3,0,8,7,1,4,4,2,1,0,0,2,0,0,0,8,6,0,0,0,2,1,0,2,1
116,5.1,"CC(C)(C)NS(=O)(=O)C1=CN=CC(=C1)C2=CN3C(=NC(=N3)N)C(=C2)F",1.5894,90.66290000000004,143.5098878655661,115.27,364.4060000000001,364.1117730040001,8,3,3,2,7,0,10,25,42,0,0,3,3,0,0,3,0,0,0,0,0,0.26666666666666666,14.672161922466133,8.842152044896109,8.262114514770785,4.9271661623877225,3.7120954168704086,7.3589887973017145,6.579712273361269,3.2022021620173255,2.3063115258212075,-2.5900000000000003,17.240094112912335,5.742351950210029,3.5886229270606806,10.455762341614273,33.538758980523355,10.023291153407584,5.817220841045895,20.771211599071872,35.61874832728022,0.0,16.77408020416172,10.338754328661313,0.0,0.0,12.808212032003757,24.304131608263166,0.0,31.20562032697299,5.733667477162185,36.540485692808346,11.126902983393991,21.618807655161806,5.733667477162185,4.9839785209472085,22.04570479007147,4.9839785209472085,5.098681808301038,0.0,32.903945735995094,35.25635895061656,0.0,4.895483475517775,11.464398061813622,15.97163043439408,0.0,0.0,15,1,0,0,0,1,2,4,2,0,25,9,2,8,8,3,10,8,3,2,0,0,7,1,0,2,8,7,0,0,0,1,2,0,2,1
117,5.1,"COC1=CC=CC(=C1)C2=CSC3=C2OC(=CC3=O)N4CCOCC4",3.3667000000000025,95.38100000000004,142.58266759943146,51.91,343.40400000000017,343.08782902400003,5,0,3,0,6,0,6,24,41,0,0,4,3,1,1,2,1,1,1,0,0,0.2777777777777778,14.097480368630947,8.66502929607757,6.467543033601235,5.109810261697083,3.772106569644789,7.7853764848226765,5.58789022234634,4.133974741227906,2.8595426333497724,-2.3100000000000005,15.23134844366622,6.297364433984904,2.6768235007128487,15.065563076551069,33.41307428212852,4.736862953800049,0.0,0.0,44.92358623389914,0.0,21.409843041505333,5.884182201861009,5.749511833283905,11.336785877934737,13.890876844653445,0.0,0.0,0.0,38.312984012979,45.93522568874633,16.876414816677897,27.50390813790709,18.790786575503923,4.794537184071822,0.0,0.0,11.336785877934737,12.13273413692322,17.696185628620217,30.099394142449672,20.32356147030337,10.449431749753007,11.467202343503251,5.428790391900541,0.0,0.0,18,0,0,0,0,1,0,1,2,2,24,4,1,14,8,3,9,5,0,0,0,0,2,1,0,0,13,8,0,0,0,1,3,0,2,1
118,5.12,"C1COCCN1C2=NC(=NC3=C2C=CC=N3)C4=CC(=CC=C4)CO",2.0207,91.72380000000004,139.31559787049582,71.37,322.36800000000005,322.142975816,6,1,3,1,6,0,6,24,42,0,0,4,3,1,1,2,1,1,1,0,0,0.2777777777777778,13.221302058223776,8.006135640387848,5.703301952088452,4.129565206913665,2.9005292074208766,8.006135640387848,5.703301952088452,4.129565206913665,2.9005292074208766,-2.5699999999999994,14.986905551360206,6.506387462419593,2.8138084722563956,4.899909730850478,46.36173969853332,11.343744918312968,0.0,5.563451491696996,42.595045982382736,0.0,22.421257424929447,5.817862777835028,0.0,0.0,9.843390348640755,14.951935562841626,0.0,6.606881964512918,31.203186471701464,48.15849747407973,11.387855989696924,16.85126421306755,14.743300079491233,0.0,14.951935562841626,0.0,0.0,18.19910120538483,23.762552697081826,24.84980787513522,25.20687010800355,5.817862777835028,11.471581718767656,0.0,0.0,0.0,18,0,0,0,0,0,0,4,1,1,24,4,0,15,8,3,8,6,1,1,0,0,1,1,0,0,15,7,0,0,0,0,4,0,2,1
119,5.12,"CC1(CC2=C(C(=O)N1)SC(=N2)N3CCOC4=C3C=C(C=C4)CN(C)C)C",2.7997000000000014,103.69720000000005,157.33086426739212,57.70000000000001,372.4940000000001,372.161997008,6,1,3,1,6,1,7,26,50,0,0,4,2,0,2,1,0,2,1,0,0,0.47368421052631576,16.44336017113426,9.641672253976179,8.804522628747218,5.689290646963679,4.5218698107919915,8.825175673048454,7.827001821381315,4.569898619023828,3.5042768741637365,-2.1199999999999997,17.301662414965985,6.245069982092828,3.167233635645011,14.953561288656857,48.57697556931241,12.965578028838586,0.0,34.77653826369982,18.19910120538483,0.0,0.0,10.818944754522896,5.749511833283905,11.336785877934737,9.53140013787187,15.200676855804018,0.0,32.35197768060318,32.14689206663035,34.333627885631586,5.749511833283905,28.062910361809138,19.853471019507335,4.794537184071822,4.9839785209472085,0.0,0.0,17.403152946396347,45.63900399335584,18.50450328122193,17.9260706754446,17.23354099149812,5.131558479839333,0.0,5.907179729351506,0.0,19,0,0,0,0,1,1,3,1,1,26,7,1,16,5,3,8,6,1,1,0,0,5,1,1,0,10,8,1,0,0,1,3,0,4,2
