"target_id","pAc","smiles"
"P11309",5.52,"C1=CC(=C(C2=C1C=CC(=N2)C(=O)NNC3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-])O)C(=O)O"
"P11309",5.52,"C1OC2=C(O1)C=C(C=C2)/C=C/C3=NC4=C(C=C3)C=CC(=C4O)C(=O)O"
"P11309",5.52,"CC(=O)OC1=C2C(=O)C=CC(=O)C2=C(C=C1)O"
"P11309",5.525,"CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C4CCCC5=C(C4=N3)N(N=C5C(=O)N)C"
"P11309",5.53,"CNC1=CC2=C(C=C1)OC3=C2NC(=NC3=O)C4=CC=CC=C4Cl"
"P11309",5.54,"C1CCN(CC(C1)N)C2=C(C=NC=C2)NC3=CC=CC4=CN=C(N=C43)C5=C(C=CC=C5F)F"
"P11309",5.55,"C1CN(CCN1)C2=CC=C(C=C2)C3=CNC4=C3C=C(C=C4)C5=CC=NC=C5"
"P11309",5.55,"CSC1=NN=C(S1)C2=CC3=C(C=C2)NC=C3C4=CC5=CC=CC=C5N=C4"
"P11309",5.55,"C1=CC(=C(C(=C1)O)O)CNC(=O)C2=NC3=C(C=CC(=C3O)C(=O)O)C=C2"
"P11309",5.555,"CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C4CCCC5=C(C4=N3)N(N=C5C(=O)N)C)OC"
"P11309",5.57,"COC1=C(C=C2C(=C1O)C(=O)C=C(O2)C3=CC=C(C=C3)O)O"
"P11309",5.57,"C1CNCCC1CNC(=O)C2=C3C(=CC(=C2)Br)C=C(O3)C(=O)O"
"P11309",5.57,"C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O"
"P11309",5.572500000000001,"C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4"
"P11309",5.59,"CC(C)(C)CNC(=O)CC1CNC(=O)C2=CC(=CN12)C3=CC=CC=C3"
"P11309",5.59,"C1COCCN1C2=NC3=C(C=C2)N=NN3C4=CC=C(C=C4)F"
"P11309",5.59,"CN1C(=O)/C(=C/C2=CC3=C(C=C2)OCO3)/N=C1NC4=CC=CC=C4"
"P11309",5.59,"C1CN(CCN1)C2=CC=C(C=C2)C3=CNC4=C3C=C(C=C4)C5=CN=CN=C5"
"P11309",5.59,"CC(C)(C)CNC(=O)CC1CNC(=O)C2=CC(=CN12)C3=CC=C(C=C3)F"
"P11309",5.6,"CCCNC1=NC(=O)/C(=C/C2=CC3=C(C=C2)OCO3)/N1"
"P11309",5.6,"C#CC1=CC(=CC=C1)NC2=NC3=C(C=CC(=C3)C(=O)[O-])C4=CN=CN=C42"
"P11309",5.6,"CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O"
"P11309",5.6,"C1CN(CCN1)C2=CC=C(C=C2)C3=C4C=CC(=NC4=NN3)C5=CC=NC=C5"
"P11309",5.62,"C1CNCCC1OC2=NC3=C(C=C2)N=NN3C4=CC(=CC=C4)OC(F)(F)F"
"P11309",5.64,"C1C(CN(CC1N)C2=C(C=NC=C2)NC3=CC=CC4=CN=C(N=C43)C5=C(C=CC=C5F)F)N"
"P11309",5.65,"COC(=O)C1=CC=CC2=C3C=NC=CC3=C(N=C21)NC4=CC(=CC=C4)Cl"
"P11309",5.65,"C1[C@@H](CN(C[C@H]1OC(=O)C2=CC=CC=C2)C3=C(C=NC=C3)NC(=O)C4=CSC(=N4)C5=C(C=CC=C5F)F)N"
"P11309",5.66,"CN1C(=O)/C(=C/C2=CC3=C(C=C2)OCO3)/N=C1NC4=CC5=C(C=C4)OCCO5"
"P11309",5.68,"C1C[C@H](CN(C1)C2=C(C=NC=C2)NC3=CC=CC4=CN=C(N=C43)C5=C(C=CC=C5F)F)N"
"P11309",5.68,"CC(C)CCNC1=N/C(=C\C2=CC3=C(C=C2)OCO3)/C(=O)N1C"
"P11309",5.68,"C1=CC(=C(C2=C1C=CC(=N2)C(=O)NCC3=CC(=C(C=C3)O)O)O)C(=O)O"
"P11309",5.68,"CN1C(=O)/C(=C/C2=CC3=C(C=C2)OCO3)/N=C1NCC4CC4"
"P11309",5.68,"C1CN(CCN1)C2=CC=C(C=C2)C3=CNC4=C3C=C(C=C4)C5=CC=CC=N5"
"P11309",5.68,"CN1C2CCC1C=C(CC2)N(CCC3=CNC4=CC=CC=C43)C(=O)C5=CC=C(C=C5)Cl"
"P11309",5.7,"CC(C)CNC1=N/C(=C\C2=CC3=C(C=C2)OCO3)/C(=O)N1C"
"P11309",5.7,"COC1=CC=C(C=C1)CNC(=O)NC2=NC3=C(C=CC(=C3O)C(=O)O)C=C2"
"P11309",5.706666666666667,"C[C@H]1C[C@H](C[C@H]([C@H]1N(C)C(=O)OC)N)C2=C(C=NC=C2)NC(=O)C3=C(SC(=N3)C4=C(C=CC=C4F)F)N"
"P11309",5.71,"CC(C)(C)CNC(=O)CC1CNC(=O)C2=CC(=CN12)C3=CC(=CC=C3)F"
"P11309",5.72,"C1=CC2=C(C=C1C3=NC=CC(=N3)NCCCCN)C=C(O2)C(=O)O"
"P11309",5.725,"C1OC2=C(O1)C=C(C=C2)/C=C\3/C(=O)N=C(N3)NC4=CC=CC=C4"
"P11309",5.73,"COC1=CC=CC2=C1C3=C(O2)C(=O)N=C(N3)C4=CC=CC=C4Cl"
"P11309",5.77,"C1CN(CCN1)C2=CC=C(C=C2)C3=C4C=CC(=NC4=NN3)C5=CC=CC=C5"
"P11309",5.77,"CCO[C@@H]1C[C@@H](CN(C1)C2=C(C=NC=C2)NC3=CC=CC4=CN=C(N=C43)C5=C(C=CC=C5F)F)N"
"P11309",5.77,"CC(C)(C)CNC(=O)CC1CNC(=O)C2=CC(=CN12)C3=CC=CC=C3F"
"P11309",5.773333333333333,"C[C@@H]1C[C@@H](C[C@@H]([C@@H]1NS(=O)(=O)C)N)C2=C(C=NC=C2)NC(=O)C3=NC(=C(C=C3)F)C4=C(C=CC=C4F)F"
"P11309",5.79,"C1=CC=C(C=C1)NCCNC2=NC3=C(C=NN3C=C2)C4=CC5=CC=CC=C5C=C4"
"P11309",5.8,"C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O"
"P11309",5.81,"CS(=O)(=O)OC1CN2C=C(C3=C2C4=C(C=C3)C5=CC=CC=C5N4C1)C=O"
"P11309",5.81,"C[C@@H]1C[C@@H](C[C@@H]([C@H]1OC)N)C2=C(C=NC=C2)NC(=O)C3=NC(=C(C=C3)F)C4=C(C=CC=C4F)F"
"P11309",5.82,"C1=CC=C2C=C(C=CC2=C1)C3=C4N=C(C=CN4N=C3)NC5=CN=CC=C5"
"P11309",5.82,"CC(C)(C)OC(=O)N[C@H]1CCN(C1)C2=CC=CC=C2/C=C\3/C(=O)NC(=O)S3"
"P11309",5.82,"C1CC1CNC2=NC(=O)/C(=C/C3=CC4=C(C=C3)OCO4)/N2"
"P11309",5.84,"CC(C)(C)CNC(=O)CC1CNC(=O)C2=CC(=CN12)C3=CSC=C3"
"P11309",5.85,"C1C(CN2C3=CC=CC=C3C4=C2C5=C(C=C4)C(=CN51)C=O)O"
"P11309",5.85,"C1=CC=C2C(=C1)C=C(S2)C3=C4C(=CC(=C3)C5=CN(C6=CN=C(N=C65)N)CCN)C=NN4"
"P11309",5.859999999999999,"CN1CCC(CC1)NC(=O)C2=CC(=C(C=C2)NC3=NC=C4CCCC5=C(C4=N3)N(N=C5C(=O)N[C@H](CN)C6=CC=CC=C6)C)OC"
"P11309",5.89,"CCN(CC)CCCCN1C2=CC=CC=C2OC3=C1C=C(C=C3)Cl"
"P11309",5.89,"C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O"
"P11309",5.89,"CC(C)(C)CNC(=O)CC1CNC(=O)C2=CC(=CN12)C3=CC(=CC=C3)OC(F)(F)F"
"P11309",5.91,"C1C2=C(C3=CC=CC=C3O1)NC(=O)C(=C2C4=CC=CC=C4Cl)C#N"
"P11309",5.92,"C1OC2=C(O1)C=C(C=C2)/C=C\3/C(=O)N=C(N3)NC4=CC=C(C=C4)O"
"P11309",5.923333333333334,"CC(=O)NC1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=CC=CS3)N"
"P11309",5.933333333333332,"C[C@H]1C[C@H](C[C@H]([C@H]1N2C=CC=CC2=O)N)C3=C(C=NC=C3)NC(=O)C4=NC(=C(C=C4)F)C5=C(C=CC=C5F)F"
"P11309",5.94,"COC1=C(C=C(C=C1)C2=CC(=C(C(=O)N2)C#N)C(F)(F)F)Br"
"P11309",5.95,"CN(C)CCOC1=NC(=CN=C1)C2=CC3=C(C=C2)NC=C3C(=O)/C=C/N(C)C"
"P11309",5.956666666666667,"C[C@@H]1C[C@@H](C[C@@H](C1)N)C2=C(C=NC=C2)NC(=O)C3=C(C=CC(=N3)C4=C(C=CC=C4F)F)F"
"P11309",5.96,"C1=CC(=CN=C1)C(=O)NC2=C3C(=CC(=C2)Cl)C4=C(N3)C=NC=C4"
"P11309",5.96,"C1C(N2C=C(C=C2C(=O)N1)C3=CNN=C3)CC(=O)NCC4=CC(=CC=C4)F"
"P11309",5.96,"C1C(CN2C3=CC=CC=C3C4=C2C5=C(C=C4)C(=CN51)C=O)OCCO"
"P11309",5.98,"C1=CC2=C(C=C1Br)C(=CN2)C3=NC(=NC=C3)N"
"P11309",5.99,"CCC1=CC(=C(C=C1)O)C2=CC(=C(C(=O)N2)C#N)C3=CC(=CC=C3)Cl"
"P11309",6.0,"C1=CC(=C(C(=C1)F)C2=NC(=CS2)C(=O)NC3=CN=CC=C3)F"
"P11309",6.01,"C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O"
"P11309",6.01,"C1CNCCC1NC(=O)C2=C3C(=CC(=C2)Br)C=C(O3)C(=O)O"
"P11309",6.02,"COC1=C(C=C(C=C1)/C=C\2/C(=O)NC(=O)S2)OC"
"P11309",6.03,"C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O"
"P11309",6.04,"C1C2=C(C3=CC=CC=C3O1)NC(=O)C(=C2C4=CC=C(C=C4)Cl)C#N"
"P11309",6.05,"C[C@H]1C[C@H](CN(C1)C2=C(C=NC=C2)NC3=CC=CC4=CN=C(N=C43)C5=C(C=CC=C5F)F)N"
"P11309",6.05,"C1=CC=C(C=C1)/C=C\2/C(=O)NC(=O)S2"
"P11309",6.06,"C1=CC(=NC(=C1)N)C2=CNC3=C2C=C(C=C3)C4=NN=C(S4)N"
"P11309",6.07,"CN(C)C(=O)CN1CCC(CC1)CNC2=NC3=C(C=C2)N=NN3C4=CC(=CC=C4)OC(F)(F)F"
"P11309",6.07,"C1=CC=C(C=C1)N2C3=C(C=CC(=N3)NCCC4=CC=C(C=C4)S(=O)(=O)N)N=N2"
"P11309",6.07,"C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O"
"P11309",6.08,"C1COCCC1CNC(=O)CC2CNC(=O)C3=CC(=CN23)C4=CC(=CC=C4)C(F)(F)F"
"P11309",6.08,"CN(C)CCNC1=NC2=C(C=NN2C=C1)C3=CC=C(C=C3)Cl"
"P11309",6.08,"C1=CC=C(C=C1)C2=CC=C(S2)C3=C4N=C(C=CN4N=C3)NCCN"
"P11309",6.08,"C1=CC=C(C=C1)C2=CC=CC=C2C3=C4N=C(C=CN4N=C3)NCCN"
"P11309",6.09,"C1=CC=C2C=C(C=CC2=C1)C3=C4N=C(C=CN4N=C3)N"
"P11309",6.1,"C1[C@H](CN(C[C@H]1N)C2=C(C=NC=C2)NC3=CC=CC4=C3N=C(C=C4)C5=C(C=CC=C5F)F)CO"
"P11309",6.1,"C1=CC(=CC(=C1)Cl)NC2=C3C=CN=CC3=C4C=CC(=CC4=N2)C(=O)N"
"P11309",6.1,"C1=CC(=CC(=C1)F)C[C@@H](CN)NC(=O)C2=CC(=C(S2)C3=C4C=CNC4=NC=C3)Br"
"P11309",6.11,"C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O"
"P11309",6.13,"C1C(CN2C3=CC=CC=C3C4=C2C5=C(C=C4)C(=CN51)C=O)OCCCBr"
"P11309",6.13,"CC1=C(C2=C(N1C)C3=NC(=NC=C3CC2)NC4=C(C=C(C=C4)N5CCN(CC5)C)OC)C(=O)N"
"P11309",6.14,"C1CC1CNC2=NC3=C(C=NN3C=C2)C4=CC5=CC=CC=C5C=C4"
"P11309",6.17,"C[C@@H]1C[C@@H](C[C@@H]([C@@H]1NC(=O)C)N)C2=C(C=NC=C2)NC(=O)C3=NC(=C(C=C3)F)C4=C(C=CC=C4F)F"
"P11309",6.175,"C1=CC=C2C(=C1)C=C(C=N2)C3=CNC4=C3C=C(C=C4)C5=NN=C(S5)N"
"P11309",6.19,"C1=C(C=C(C(=C1O)O)O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O"
"P11309",6.19,"COC1=CC=CC(=C1)/C=C\2/C(=O)NC(=O)S2"
"P11309",6.19,"CC(=O)C1=CC2=C(C=C1)OC3=C2NC(=NC3=O)CN4CCN(CC4)C"
"P11309",6.19,"C1=CC2=NN=C(N2C=C1)C3=NC4=C(C=CC=C4OC5=NC(=NC=C5)N)C=C3"
"P11309",6.19,"C[C@@H]1C[C@@H](C[C@@H]([C@H]1OCCC(=O)O)N)C2=C(C=NC=C2)NC(=O)C3=NC(=C(C=C3)F)C4=C(C=CC=C4F)F"
"P11309",6.2,"C1COCCC1CNC2=NC3=C(C=NN3C=C2)C4=CC(=CC=C4)OC(F)(F)F"
"P11309",6.21,"C1C(N2C=C(C=C2C(=O)N1)C3=CC(=CC=C3)C(F)(F)F)CC(=O)NCC4=CC(=CC=C4)F"
"P11309",6.22,"C1=CC(=CC(=C1)Cl)/C=C\2/C(=O)NC(=O)S2"
"P11309",6.22,"CCC1=CC=C(C=C1)/C=C\2/C(=O)NC(=O)S2"
"P11309",6.22,"C1=C(C(=CC(=C1Br)Br)NC2=NC3=C(N2)C(=C(C(=C3Br)Br)Br)Br)N"
"P11309",6.22,"C1=CC(=C(C2=C1C=CC(=N2)C(=O)NCC3=CC(=CC(=C3)O)O)O)C(=O)O"
"P11309",6.23,"C1[C@@H](CN(C[C@@H]1O)C2=C(C=NC=C2)NC3=CC=CC4=C3N=C(C=C4)C5=C(C=CC=C5F)F)N"
"P11309",6.23,"CN1C(=O)/C(=C/C2=CC3=C(C=C2)OCO3)/N=C1NCC4=CC5=C(C=C4)OCO5"
"P11309",6.24,"CN1CCN(CC1)CC2=NC(=O)C3=C(N2)C4=C(O3)C=CC(=C4)C5CC5"
"P11309",6.24,"C1=CC(=CC(=C1)Cl)NC2=NC3=C(C=C(C=C3)C(=O)O)C4=C2C=CN=C4"
"P11309",6.25,"C[C@@H]1C[C@@H](C[C@@H]([C@@H]1OCC(=O)O)N)C2=C(C=NC=C2)NC(=O)C3=NC(=C(C=C3)F)C4=C(C=CC=C4F)F"
"P11309",6.26,"C1CNCCC1OC2=C(C=NC=C2)NCC3=CC=CC(=N3)C4=C(C=CC=C4F)F"
"P11309",6.26,"C1=CC=C(C=C1)C2=C(NC3=C2C=CC=C3C(=O)O)C4=CC=CC=C4"
"P11309",6.263333333333333,"C[C@@H]1C[C@@H](C[C@@H]([C@@H]1OCCS(=O)(=O)C)N)C2=C(C=NC=C2)NC(=O)C3=NC(=C(C=C3)F)C4=C(C=C(C=C4F)C)F"
"P11309",6.28,"C1=CC2=C(C=C1Br)C3=C(O2)C(=O)N=CN3"
"P11309",6.28,"C1CN(CCN1)C2=CC=C(C=C2)C3=CNC4=C3C=C(C=C4)C5=NC=CN=C5"
"P11309",6.28,"CC(C)(C)CNC(=O)CC1CNC(=O)C2=CC(=CN12)C3=CC(=CC=C3)C(F)(F)F"
"P11309",6.28,"C[C@@H](CN1CCN(CC1)C)NC(=O)C[C@H]2CNC(=O)C3=CC(=CN23)C4=CC(=CC=C4)Cl"
"P11309",6.299999999999999,"C1=CC=C2C(=C1)C3=C(N2)C4=C(C=C3)C(=CN4)C(=O)N"
"P11309",6.299999999999999,"C[C@H]1CN(C[C@H]([C@H]1N(C)C(=O)C)N)C2=C(C=NC=C2)NC(=O)C3=NC(=C(C=C3)F)C4=C(C=CC=C4F)F"
"P11309",6.3,"C1CC1NC(=O)C2=CC=CC(=C2)C3=CC=C(O3)/C=C/4\C5=C(C=CC(=C5)F)NC4=O"
"P11309",6.3,"COC1=C(C=C(C=C1)/C=C/C2=NC3=C(C=C2)C=CC(=C3O)C(=O)O)O"
"P11309",6.3,"C1CC1C2=CC3=C(C=C2)OC4=C3NC(=NC4=O)C5=C(C=CC=C5Cl)F"
"P11309",6.3,"CC1=C(C=C(C=C1N2CCN(CC2)C3=NC=NC4=NNC(=C43)Br)Cl)NCCN(C)C"
"P11309",6.3,"C1=CC(=C(C2=C1C=CC(=N2)NC(=O)NCC3=CC(=C(C=C3)O)O)O)C(=O)O"
"P11309",6.3100000000000005,"C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O"
"P11309",6.33,"C1CN(C[C@H]([C@@H]1F)N)C2=C(C=NC=C2)NC3=CC=CC4=CN=C(N=C43)C5=C(C=CC=C5F)F"
"P11309",6.33,"CC(C)(C)OC(=O)NCCCCN1C2=CC=CC=C2C3=C1C4=C(C=C3)C(=CN4)C=O"
"P11309",6.34,"C1=CC2=C(C=C1C3=NC(=NC=C3)NCCCCN)C=C(O2)C(=O)O"
"P11309",6.34,"COCOC1=C(C=CC=C1C(F)(F)F)/C=C\2/C(=O)NC(=O)S2"
"P11309",6.35,"C1C(CN1)NC2=NC(=CN=C2)C3=CC4=C(C=C3)OC(=C4)C(=O)O"
"P11309",6.35,"COC1=C(C2=C(C=C1)C(=O)/C(=C/C3=CNC4=C3N=CC=C4)/O2)CN5CCNCC5"
"P11309",6.353333333333333,"C1=CC2=C(C=C1C3=C(C=C(C=C3)F)F)C4=C(N2)C5=C(C=C4)C(=CN5)C=O"
"P11309",6.36,"C1=CC(=CC(=C1)OC(F)(F)F)N2C3=C(C=CC(=N3)NCCC4=CN=CC=C4)N=N2"
"P11309",6.36,"C1=CC2=C(C3=C1C=CN3)NC4=C2C=C(C=C4)Br"
"P11309",6.36,"C1CC1C(=O)CN2CCC(CC2)CNC3=NC4=C(C=C3)N=NN4C5=CC(=CC=C5)OC(F)(F)F"
"P11309",6.37,"C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)O)O)O"
"P11309",6.37,"C1=CC=C(C(=C1)C2=CC(=C(C(=O)N2)C#N)C3=CC=C(C=C3)O)O"
"P11309",6.39,"C1CNCCC1CNC2=NC3=C(C=C2)N=NN3C4=CN=C(C=C4)N"
"P11309",6.39,"C1CCCN(CC1)CC2=C(C=CC3=C2O/C(=C\C4=CNC5=CC=CC=C54)/C3=O)O"
"P11309",6.39,"C1CC(CN(C1)C2=C(C=NC=C2)NC3=CC=CC4=CN=C(N=C43)C5=NC=CS5)N"
"P11309",6.4,"CCCNC1=NC2=C(C=C1)N=NN2C3=CC(=CC=C3)OC(F)(F)F"
"P11309",6.4,"CN(C)CCOC1=NC(=CN=C1)C2=CC3=C(C=C2)NC=C3C(=O)C4=CC=CC=C4"
"P11309",6.4,"C1=CC(=NC2=C1C=CC(=C2O)C(=O)O)/C=C/C3=CC(=CC(=C3)O)O"
"P11309",6.409999999999999,"CCO[C@@H]1[C@@H](C[C@@H](C[C@@H]1N)C2=C(C=NC=C2)NC(=O)C3=NC(=C(C=C3)F)C4=C(C=CC=C4F)F)C"
"P11309",6.41,"C1=CC=C2C(=C1)/C(=C\C3=CC=C(O3)C4=CC(=CC=C4)C(=O)O)/C(=O)N2"
"P11309",6.41,"C1C(CN2C3=CC=CC=C3C4=C2C5=C(C=C4)C(=CN51)C=O)OCC#N"
"P11309",6.41,"CN1CC[NH+](CC1)CC2=C(C=CC3=C2O/C(=C\C4=CNC5=CC=CC=C54)/C3=O)[O-]"
"P11309",6.42,"CC(C)C1=CC=CC=C1C2=NC(=O)C3=C(N2)C4=C(O3)C=CC(=C4)Br"
"P11309",6.42,"C1CNCCC1CNC2=NC(=CN=C2)C3=CC4=C(C=C3)OC(=C4)C(=O)O"
"P11309",6.42,"C[C@@H]1C[C@@H](C[C@@H]([C@@H]1N2C=CC=CC2=O)N)C3=C(C=NC=C3)NC(=O)C4=NC(=C(C=C4)F)C5=C(C=CC=C5F)F"
"P11309",6.43,"CN(C)CCNC1=NC(=CN=C1)C2=CC3=C(C=C2)NC=C3C(=O)/C=C/N(C)C"
"P11309",6.43,"C1COCCN1C2=NN3C(=NN=C3C4=CC=C(C=C4)F)C=C2"
"P11309",6.43,"CC1=CC(=C(C=C1)O)C2=C(C(=O)NC(=C2)C3=CC=CC=C3)C#N"
"P11309",6.43,"C1CCC(CC1)CNC(=O)CC2CNC(=O)C3=CC(=CN23)C4=CC(=CC=C4)C(F)(F)F"
"P11309",6.43,"COCCCNC1=NC(=CN=C1)C2=CC(=CC=C2)/C=C/C(=O)O"
"P11309",6.469999999999999,"C[C@@H]1C[C@@H](C[C@@H]([C@@H]1NC(=O)OC)N)C2=C(C=NC=C2)NC(=O)C3=NC(=C(C=C3)F)C4=C(C=CC=C4F)F"
"P11309",6.469999999999999,"C1=CC(=C(C=C1C2=C(C(=O)C3=C(C(=C(C=C3O2)O)O)O)O)O)O"
"P11309",6.47,"C1=CC(=CC(=C1)Cl)NC2=C3C=CN=CC3=C4C=CC=C(C4=N2)C(=O)O"
"P11309",6.47,"CC1=CC(=C(C=C1)O)C2=CC(=C(C(=O)N2)C#N)C3=CC=CC=C3"
"P11309",6.47,"C[C@H](C1=CC=CC=C1C(F)(F)F)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)OC5CCN(CC5)C)C(=O)N"
"P11309",6.47,"C1CN(CCN1)C2=NC3=C(C=C2)N=NN3C4=CC(=CC=C4)OC(F)(F)F"
"P11309",6.48,"C1=CC(=CC=C1/C=C\2/C(=O)NC(=O)S2)C(F)(F)F"
"P11309",6.49,"C[N+](C)(CCO)CC1=CN(N=N1)CCCCN2C3=CC=CC=C3C4=C2C5=C(C=C4)C(=CN5)C=O.C(=O)(C(F)(F)F)[O-]"
"P11309",6.49,"CCCNC1=NC2=C(C=C1)N=NN2C3=CC=C(C=C3)O"
"P11309",6.5,"C1=CC=C2C(=C1)C3=C(N2CCCCN4C=C(N=N4)CO)C5=C(C=C3)C(=CN5)C=O"
"P11309",6.5,"C1CCN(CC1)CCNC2=NC3=C(N2)C(=C(C(=C3Br)Br)Br)Br"
"P11309",6.5,"C1COCCC1NC2=NC3=C(C=C2)N=NN3C4=CC(=CC=C4)OC(F)(F)F"
"P11309",6.5,"C1CNCCC1CNC2=NC3=C(C=C2)N=NN3C4=NC(=CS4)C(F)(F)F"
"P11309",6.51,"C[C@H](C1=CC=CC=C1Cl)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)OC5CCN(CC5)C)C(=O)N"
"P11309",6.51,"C1=CC=C2C(=C1)C=C(C=N2)C3=CNC4=C3C=C(C=C4)C5=CN=C(S5)N"
"P11309",6.52,"CC1=CC(=CC2=C1C(=O)C3=C(C=C(C=C3O2)O)O)O"
"P11309",6.52,"C[C@@H]1C[C@@H](C[C@@H]([C@@H]1OCCS(=O)(=O)C)N)C2=C(C=NC=C2)NC(=O)C3=NC(=C(C=C3)F)C4=C(C=CC=C4F)F"
"P11309",6.52,"CN1C(=O)/C(=C/C2=CC3=C(C=C2)OCO3)/N=C1NC4CCCC4"
"P11309",6.52,"C1=CC(=CC=C1/C=C\2/C(=O)NC(=O)S2)OC(F)(F)F"
"P11309",6.52,"CC1=C2C(=CC(=C1O)O)OC3=CC(=CC(=C3C2=O)O)O"
"P11309",6.53,"C1CC(CN(C1)C2=NC3=C(N2)C(=C(C(=C3Br)Br)Br)Br)CN4CCN(CC4)C5=CC=CC=N5"
"P11309",6.53,"C1=CC=C(C(=C1)C2=NC(=O)C3=C(N2)C4=C(O3)C=CC(=C4)OC(F)(F)F)Cl"
"P11309",6.54,"COC1=C(C=C(C=C1)NC2=NC3=C(N2)C(=C(C(=C3Br)Br)Br)Br)OC"
"P11309",6.55,"COCCOC1=C(C=CC=C1C(F)(F)F)/C=C\2/C(=O)NC(=O)S2"
"P11309",6.55,"C1=CC=C(C=C1)CCNC2=NC3=C(C=C2)N=NN3C4=CC=CC=C4"
"P11309",6.55,"CN(C)CCCN1CCN(CC1)C2=NC3=C(N2)C(=C(C(=C3Br)Br)Br)Br"
"P11309",6.55,"C1=CC=C(C(=C1)C2=NC(=O)C3=C(N2)C4=C(O3)C=CC(=C4)C#N)Cl"
"P11309",6.57,"CNC1=NN=C(S1)C2=CC3=C(C=C2)NC=C3C4=CC5=CC=CC=C5N=C4"
"P11309",6.57,"C[C@H]1CN(C[C@H]([C@H]1N2C=CN=N2)N)C3=C(C=NC=C3)NC(=O)C4=NC(=C(C=C4)F)C5=C(C=C(C=C5F)C6COC6)F"
"P11309",6.57,"CC(=O)C1=CNC2=C1C=C(C=C2)C3=CN=CC(=N3)NCCN(C)C"
"P11309",6.57,"CN(C)CCNC1=NC(=CN=C1)C2=CC3=C(C=C2)NC=C3C(=O)C4CC4"
"P11309",6.576666666666666,"C[C@@H]1C[C@@H](C[C@@H](C1)N)C2=C(C=NC=C2)NC(=O)C3=NC(=C(C=C3)F)C4=C(C=CC=C4F)F"
"P11309",6.58,"C1=CC2=NN=C(N2C=C1)C3=NC4=C(C=CC=C4OC5=CC(=NC=C5)N)C=C3"
"P11309",6.58,"CC(C)OC1=NC=C(N=C1)C2=CNC3=C2C=C(C=C3)C4=NN=C(S4)N"
"P11309",6.58,"C1CN(CCC1CNC2=NC3=C(C=C2)N=NN3C4=CC(=CC=C4)OC(F)(F)F)CCF"
"P11309",6.6,"C1=CC2=C(C=C1C3=NC=CN=C3)C(=CN2)C4=C(N=C(C=C4)N)F"
"P11309",6.61,"C1=CC=C(C=C1)C2=CC=C(C=C2)C3=C4N=C(C=CN4N=C3)NCCN"
"P11309",6.62,"COCCN1CCC(CC1)CNC2=NC3=C(C=C2)N=NN3C4=CC(=CC=C4)OC(F)(F)F"
"P11309",6.626666666666667,"C1=CC2=C(C=C1Br)C3=C(N2)C4=C(C=C3)C(=CN4)C=O"
"P11309",6.63,"CN1CCN([C@H](C1)C2=CC=CC=C2)C(=O)C[C@H]3CNC(=O)C4=CC(=CN34)C5=CC(=CC=C5)F"
"P11309",6.63,"C1=CC=C(C(=C1)C2=NC(=O)C3=C(N2)C4=C(O3)C=CC(=C4)O)Cl"
"P11309",6.64,"C1=CC(=CC(=C1)Cl)NC2=C3C=CN=CC3=C4C=CC=C(C4=N2)C5=NN=CO5"
"P11309",6.6466666666666665,"CCO[C@@H]1[C@@H](C[C@@H](C[C@@H]1N)C2=C(C=NC=C2)NC(=O)C3=NC(=C(C=C3)F)C4=C(C=C(C=C4F)C)F)C"
"P11309",6.65,"C1CC1CN2CCC(CC2)CNC3=NC4=C(C=C3)N=NN4C5=CC(=CC=C5)OC(F)(F)F"
"P11309",6.66,"CCCNC1=NN2C(=NC=C2C3=CC(=CC=C3)OC(F)(F)F)C=C1"
"P11309",6.66,"C1CN(CCN1)C(=O)COC2=C3C(=CC(=C2)Br)C=C(O3)C(=O)O"
"P11309",6.68,"C1CNCCC1NC2=NC(=CN=C2)C3=CC4=C(C=C3)OC(=C4)C(=O)O"
"P11309",6.6899999999999995,"C1CCC(CC1)OC2=CC=CC(=N2)C3=CNC4=C3C=C(C=C4)C5=NN=C(S5)N"
