"target_id","pAc","smiles"
"P42336",7.6450000000000005,"C1CN(C[C@H]1NC2=NC=NC3=C2CN(CC3)C4=CN=CC(=C4)C(F)(F)F)C(=O)C5CCOCC5"
"P42336",7.654999999999999,"CC(C)N1C(=NC=N1)C2=NC3=C(S2)CCOC4=CC=CC=C43"
"P42336",7.66,"CC1=C(C(=NC=N1)N2CCC(CC2)(C3=CC=CC=C3)O)C#CC4=CN=C(C=C4)N"
"P42336",7.66,"C[C@H]1CCN([C@@H]1C(=O)N)C(=O)NC2=NC(=C(S2)C3=CSC(=N3)C(C)(C)C)C"
"P42336",7.66,"CC(C)(C1=CC2=C(S1)C(=NC(=N2)C3=C4C=NNC4=CC=C3)N5CCOCC5)O"
"P42336",7.66,"CC(=O)O[C@@H]1C[C@]2([C@@H](CC[C@@H]2O)C3=C1[C@]4([C@H](OC(=O)/C(=C/N(CCCN(C)C)CCCN(C)C)/C4=C(C3=O)O)COC)C)C"
"P42336",7.66,"CC1=C2C=C(C(=O)N(C2=NC(=N1)N)CC3CCCO3)C4=CNN=C4"
"P42336",7.66,"CC(C)N1C(=NC=N1)C2=NC3=C(S2)CCOC4=C3C=CC(=C4)C5=CN(N=C5)CCN"
"P42336",7.66,"CC1=C(C(=NC=N1)N2CCN(CC2)C(=O)C3CCC3)C#CC4=CN=C(C=C4)N"
"P42336",7.675,"C1COCCC1NC(=O)C2=CN3C=C(N=C(C3=N2)N4CCOCC4)C5=CN=C(N=C5)N"
"P42336",7.68,"CC1=CSC2=C1N=C(N=C2N3CCOCC3)C4=CC(=CC=C4)O"
"P42336",7.68,"C1CCN(C1)CC2=CNC3=C2N=C(N=C3N4CCOCC4)C5=CC(=CC=C5)CO"
"P42336",7.68,"CC(C)N1C(=NC=N1)C2=NC3=C(S2)CCOC4=C3C=CC(=C4)C5CN(C5)C[C@@H](CO)O"
"P42336",7.68,"CC1=C(C=C(C=C1)C(F)(F)F)S(=O)(=O)N(C)/N=C/C2=C3C=C(C=CN3N=C2)C#N"
"P42336",7.68,"C1COCCN1C2=NC(=CC(=N2)NC3=CC4=CC=CC=C4N=C3)C5=CN=C(C=C5C(F)(F)F)N"
"P42336",7.68,"CN1CCN(CC1)CC2=CC=C(C=C2)NC(=O)NC3=CC=C(C=C3)C4=NC(=NC(=N4)N5C6CCC5COC6)N7CCOCC7"
"P42336",7.68,"CCN1C2=C(C=N1)C(=NC(=N2)C3=CC=C(C=C3)NC(=O)NC4=CC=C(C=C4)CN)N5CC6CCC(C5)O6"
"P42336",7.68,"CC1=C(C=C(C=N1)C#CC2=C(N=CN=C2N3CCOCC3)C)NS(=O)(=O)C4=C(ON=C4)C"
"P42336",7.68,"CC1=C2C=C(C(=O)N(C2=NC(=N1)N)CC3CCCO3)C4=CN=C(C=C4)OC"
"P42336",7.68,"COC1=CN=CC(=C1)C2=NN3C(=CN=C3S2)C4=CC(=C(N=C4)N)C(F)(F)F"
"P42336",7.68,"CN1CCN(CC1)C2=CC=C(C=C2)NC(=O)NC3=CC=C(C=C3)C4=NC(=NC(=N4)N5C6CCC5COC6)N7CCOCC7"
"P42336",7.68,"CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=CN=CC=C4)N5CCOCC5"
"P42336",7.68,"CN1CCN(CC1)CCC2=CC=C(C=C2)NC(=O)NC3=CC=C(C=C3)C4=NC5=C(C=NN5C6CCN(CC6)C(=O)OC)C(=N4)N7CCOCC7"
"P42336",7.683333333333334,"CN1C2=C(C=N1)C(=CC(=N2)C3=C4C=NNC4=CC=C3)OC5=CC=C(C=C5)S(=O)(=O)C"
"P42336",7.69,"CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C(=C3)Cl)C(=O)N4CCN(C(=O)C4)C)Cl"
"P42336",7.69,"C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC(=C5)O)N"
"P42336",7.7,"CC1=C2C=C(C(=O)N(C2=NC(=N1)N)C3CCOC3)C4=CNN=C4"
"P42336",7.7,"C[C@]12[C@@H](CC(=O)C3=COC(=C31)C(=O)C4=C2C=CC5=C4CCC5=O)OC(=O)CCC(=O)O"
"P42336",7.7,"CS(=O)(=O)NCC1=CC=C2N1N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N"
"P42336",7.7,"CC1=NC(=NC(=N1)C2=C(N=C3N2C=C(C=C3)N4CCN(CC4)C(=O)N(C)C)NC5=CC(=C(N=C5)OC)F)N"
"P42336",7.7,"C1COCCN1C2=CC(=O)C3=C(N2)C(=CC=C3)C4=CN(N=N4)CC5=CC=CC(=C5)C(=O)O"
"P42336",7.7,"CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CSC(=N3)C(C)C"
"P42336",7.7,"C1COCCN1C2=NC(=NC3=C2NC(=N3)C4=CC(=CC=C4)O)N5CCOCC5"
"P42336",7.7,"CN(C)CC1=CNC2=C1N=C(N=C2N3CCOCC3)C4=CC(=CC=C4)CO"
"P42336",7.7,"C[C@@H]1CN(C[C@@H](O1)C)C2=NC3=C(C(=N2)N4CCOCC4)NC(=N3)C5=CC(=CC=C5)O"
"P42336",7.7,"CN(C)CC1=CC=C2N1N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N"
"P42336",7.7,"CC(C)N1C(=NC=N1)C2=NC3=C(S2)CCOC4=C3C=CC(=C4)C5=CN(N=C5)CS(=O)(=O)C"
"P42336",7.7,"COCCNC(=O)C1=CN2C(=C(N=C(C2=N1)N3CCOCC3)C4=CN=C(N=C4)N)Cl"
"P42336",7.7,"CC1=C2C=C(C(=O)N(C2=NC(=N1)N)C3CCCC3)C4=CN=CC(=N4)N"
"P42336",7.71,"C1COCCN1C2=NC(=NC(=N2)C3=CC=C(C=C3)NC(=O)NC4=CC=C(C=C4)Cl)N5CCOCC5"
"P42336",7.71,"CN(C1=CC=CC=C1Cl)C(=O)C2=CC3=C(S2)C4=CC=CC=C4OCC3"
"P42336",7.715,"COC1=NC=C(C=C1C(F)(F)F)N2CCC3=C(C2)C(=NC=N3)N[C@H]4CCN(C4)C(=O)C5=CN=CO5"
"P42336",7.72,"C1COCCN1C2=NC(=NC3=C2N=CC=C3)C4=CC(=CC=C4)O"
"P42336",7.72,"CN(CCOC)C1=CC(=NC2=C1N=C(N=C2C3=CC(=CC(=C3)F)O)N4CCOCC4)C(=O)O"
"P42336",7.72,"CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C=C3)C(=O)N4CCNC(=O)C4)OC"
"P42336",7.72,"CN1C=C(C2=C(C=CN=C21)N3C4CCC3COC4)/C=C\5/C(=O)C6=C(O5)C=CC=C6O"
"P42336",7.72,"C[C@@H]1CCN([C@@H]1C(=O)N)C(=O)NC2=NC(=C(S2)C3=CC(=NC=C3)C(C)(C)C(F)(F)F)C"
"P42336",7.720000000000001,"C1COCCN1CCNC(=O)C2=CN3C=C(N=C(C3=N2)N4CCOCC4)C5=CN=C(N=C5)N"
"P42336",7.725,"CC(C)(C)C1=NC=C2CCC3=C(C2=N1)SC(=N3)NC(=O)N4CCC[C@@]4(CN(C)C)C(=O)N"
"P42336",7.73,"CC1=C2C=C(C(=O)N(C2=NC(=N1)N)C3CCOCC3)C4=CNN=C4"
"P42336",7.731999999999999,"C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)O"
"P42336",7.74,"CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C(=C3)Cl)C(=O)N4CCN5C=CN=C5C4)F"
"P42336",7.74,"C1CCN(CC1)CCNC2=CN=C3C=CC(=CC3=N2)C4=CC(=C(N=C4)Cl)NS(=O)(=O)C5=CC=C(C=C5)F"
"P42336",7.74,"CC1=NC(=NC(=N1)C2=C(N=C3N2C=CC=C3)NC4=CC5=C(C=CC=N5)C=C4)N"
"P42336",7.74,"C1CC2COCC1N2C3=NC(=NC(=N3)N4CCOCC4)C5=CC=C(C=C5)NC(=O)NC6=CC=CC=C6"
"P42336",7.74,"CC1=C2C=C(C(=O)N(C2=NC(=N1)N)C3CCC(CC3)(C)O)C4=CNN=C4"
"P42336",7.74,"CCOC(=O)N1CCC(CC1)N2C3=C(C=N2)C(=NC(=N3)C4=CC=C(C=C4)NC(=O)NC5=CC=NC=C5)N6CCOC[C@@H]6C"
"P42336",7.74,"CC1=C2C=C(C(=O)N(C2=NC(=N1)N)CC3(CCOCC3)F)C4=CN=C(C=C4)OC"
"P42336",7.74,"COC(=O)N1CCC(CC1)N2C3=C(C=N2)C(=NC(=N3)C4=CC=C(C=C4)NC(=O)NC5=CC=NC=C5)N6CCOCC6"
"P42336",7.74,"COC1=C(C=CC(=C1)C2=CN=C3N2N=C(S3)C4=CC(=C(N=C4)N)C(F)(F)F)C(=O)OC"
"P42336",7.74,"C1COCCN1C2=NC(=NC(=C2)C3=CN=C(N=C3)N)N4CCOCC4"
"P42336",7.76,"COC1=NC=C(C=C1C(F)(F)F)N2CCC3=C(C2)C(=NC=N3)N[C@H]4CCN(C4)C(=O)C5CCOCC5"
"P42336",7.77,"CC1=C(C=C(C=C1)[N+](=O)[O-])C(=O)N(C)/N=C/C2=C3C=C(C=CN3N=C2)C#N"
"P42336",7.77,"COC(=O)N1CCC(CC1)N2C3=C(C=N2)C(=NC(=N3)C4=CC=C(C=C4)NC(=O)NC5=CC=CC=C5)N6CCOCC6"
"P42336",7.77,"CC(C)N1C2=C(C(=N1)C3=CC4=C(C=C3)N=CC=C4)C(=NC=N2)N"
"P42336",7.77,"COC1=C(C=C(C=N1)C2=CC3=C(N=CN=C3S2)C4=CC=NC=C4)NS(=O)(=O)C5=CC=C(C=C5)C(F)(F)F"
"P42336",7.77,"CC1=C2C=C(C(=O)N(C2=NC(=N1)N)C3CC3)C4=CN=C5C(=C4)C=CN5"
"P42336",7.77,"COC1=C(C=C(C=C1)C2=NN(C3=C2C(=NC=N3)N)C4CCC4)OC"
"P42336",7.77,"C1CC2COCC1N2C3=NC(=NC(=N3)N4CCOCC4)C5=CC=C(C=C5)NC(=O)NC6=CN=CC=C6"
"P42336",7.77,"CC1=C2C=C(C(=O)N(C2=NC(=N1)NC)CC=C)C3=CN=C(C=C3)OC"
"P42336",7.77,"CC1=C2C=C(C(=O)N(C2=NC(=N1)NC)C3CCCC3)C(=O)NC4=CC=CC=N4"
"P42336",7.77,"CC1=C(SC(=N1)NC(=O)N2CCC[C@@]2(C)C(=O)N)C3=CC(=NC=C3)C4(CC4)C#N"
"P42336",7.77,"COC(CN1C=CC2=C1N=C(N=C2N3CCOCC3)C4=CC=C(C=C4)NC(=O)NC5=CC=NC=C5)OC"
"P42336",7.77,"COC1=NC=C(C=C1)NC2=NC(=NC(=C2)C3=CC(=CC=C3)O)N4CCOCC4"
"P42336",7.7700000000000005,"C1COCCN1C2=NC(=NC(=N2)N3C4=CC=CC=C4N=C3C(F)F)N5CCOCC5"
"P42336",7.78,"C1CN(CCC1N2C3=C(C=N2)C(=NC(=N3)C4=CC=C(C=C4)NC(=O)NC5=CC=CC=C5)N6CCOCC6)CC7=CC=CC=C7"
"P42336",7.78,"CC1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=NC(=NC(=N3)N4CCOCC4)N5CCOCC5"
"P42336",7.8,"CC1=CC2=C(C=C1)OCCN3C2=NC4=C3C=CC(=C4)[N+](=O)[O-]"
"P42336",7.8,"C1CN(CCC1N2C=NC3=C2N=C(N=C3N4CCOCC4)C5=CC(=CN=C5)O)CC6=CC=C(C=C6)Cl"
"P42336",7.8,"CC(C)(C)C1=NC2=C(S1)CCC3=C2SC(=N3)NC(=O)N4CC[C@H]([C@H]4C(=O)N)CN(C)C"
"P42336",7.8,"COC1=C(C=C(C=C1)C2=CNC3=NC=C(C=C23)C4=CC(=C(N=C4)N)NS(=O)(=O)N5CCOCC5)OC"
"P42336",7.8,"CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)NCC3=CC(=CC(=C3)C(=O)NC(CO)CO)C4=CN=C(C=C4)OC"
"P42336",7.8,"CC1=C(N2C=C(C=CC2=N1)Br)C3=CC(=C(N=C3)Cl)NS(=O)(=O)C4=CC=C(C=C4)F"
"P42336",7.8,"CC(=O)NCC1=CC2=C(S1)C(=NC(=N2)C3=C4C=NNC4=CC=C3)N5CCOCC5"
"P42336",7.8,"CC1=C(C=C(C=C1)[N+](=O)[O-])S(=O)(=O)N(C)/N=C/C2=C3C=C(C=CN3N=C2)I"
"P42336",7.8,"CN1C2=C(C=N1)C(=NC(=N2)C3=CN=C(N=C3)N)NC4=CC(=CC=C4)OC"
"P42336",7.8,"CC(C)N1C(=NC=N1)C2=NC3=C(S2)CCOC4=C3C=CC(=C4)CO"
"P42336",7.8,"CC1=NC2=C(N=C(N=C2N1C(C)C)N3CCOCC3)C4=CN=C(N=C4)N"
"P42336",7.8,"C1COCCN1CCOC2=CC=CC(=C2)C3=NC4=C(C(=N3)N5CCOCC5)OC6=C4C=CC=N6.Cl.Cl"
"P42336",7.8,"CC1=C(C=C(C=N1)C#CC2=C(N=CN=C2N3CCN(CC3)C4CC4)C)NS(=O)(=O)C5=CC=CC=C5"
"P42336",7.8,"CN(C)CCN1C=CC2=C1N=C(N=C2N3CCOCC3)C4=CC=C(C=C4)NC(=O)NC5=CN=CC=C5"
"P42336",7.800000000000001,"C1COC2=C(C3=C1C=C(S3)C4=NNN=C4C5=C(C=C(C=C5)F)F)N=CC(=C2)C(=O)N"
"P42336",7.805,"CC(C)(C)C1=NC2=C(S1)CCC3=C2SC(=N3)NC(=O)N4CCC[C@H]4C(=O)N"
"P42336",7.81,"CCC1=NC=NC(=C1C#CC2=CN=C(C=C2)N)C3=CC(=C(C(=C3)Cl)C(=O)N4CCN(CC4)CCCS(=O)(=O)C)F"
"P42336",7.81,"CC1=C(N=C2N1C=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N)CN5CCN(CC5)S(=O)(=O)C"
"P42336",7.815,"CC(C)N1C(=NC=N1)C2=NC3=C(S2)CCOC4=C3C=CC(=C4)C(=O)N"
"P42336",7.82,"C1COCCN1C2=NC(=NC(=C2)C3=CN=C(NC3=O)N)N4CCOCC4"
"P42336",7.82,"CN1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)NC3=CC=C(C=C3)C4=NC(=O)N=C(N4)N5CCOCC5"
"P42336",7.82,"CC1=C2C=C(C(=O)N(C2=NC(=N1)N)C3CCCC3)C4=CN=C(C=N4)N"
"P42336",7.82,"CCC1=C(C(=NC=N1)N2CCC(CC2)(C(C)C)O)C#CC3=CN=C(C=C3)N"
"P42336",7.82,"CCC1=C(C(=NC=N1)N2CCC(CC2)(CC)O)C#CC3=CN=C(C=C3)N"
"P42336",7.82,"CS(=O)(=O)N1CCN(CC1)C2=CC(=NC3=C2N=C(N=C3C4=CC(=CC=C4)O)N5CCOCC5)C(=O)O"
"P42336",7.82,"CC1=C(C2=C(N1CCCN3CCN(CC3)C)C=CC(=C2)OC)/C=C\4/C(=O)C5=C(C=C(C=C5O4)O)O"
"P42336",7.82,"CC1=C2C=C(C(=O)N(C2=CC(=N1)N)C3CCCC3)C4=CN=C5C(=C4)C=CN5C"
"P42336",7.82,"CC(C)(C)C1=NC=CC(=C1)C2=CN=C(S2)NC(=O)N3CCCC3C(=O)N"
"P42336",7.82,"C1COC2=C(C=CC(=C2)C(=O)N)C3=C1C=C(S3)C4=NC=NN4CCO"
"P42336",7.82,"CS(=O)(=O)C1=CC(=NC2=C1N=C(N=C2C3=CC(=CC(=C3)F)O)N4CCOCC4)C(=O)O"
"P42336",7.82,"CN1CCN(CC1)C2=CC=C(C=C2)NC(=O)NC3=CC=C(C=C3)C4=NC5=C(C=NN5C6CCN(CC6)C(=O)OC)C(=N4)N7CCOCC7"
"P42336",7.82,"CC1=C2C=C(C(=O)N(C2=NC(=N1)N)C3CCCC3)C4=CC(=C(C=C4)OC)F"
"P42336",7.82,"CC1=C2C=C(C(=O)N(C2=NC(=N1)N)CC(C)(C)O)C3=CN=C4C(=C3)C=CN4"
"P42336",7.82,"CC1=C2C=C(C(=O)N(C2=NC(=N1)N)C3CCC3)C4=CNN=C4"
"P42336",7.82,"CC(=O)O[C@@H]1C[C@]2([C@@H](CC[C@@H]2O)C3=C1[C@]4([C@H](OC(=O)/C(=C/N(C)CCCN5CCN(CC5)C6=CC=C(C=C6)OC)/C4=C(C3=O)O)COC)C)C"
"P42336",7.82,"CC1=C2C=C(C(=O)N(C2=NC(=N1)N)CC3CCOCC3)C4=CN=C(C=C4)OC"
"P42336",7.82,"CC1=C(SC(=N1)NC(=O)C)C2=CN=C(O2)C(C)(C)C"
"P42336",7.824999999999999,"C[C@]1(CCCN1C(=O)NC2=NC3=C(S2)C4=C(CC3)SC(=N4)C(C)(C)C)C(=O)N"
"P42336",7.83,"C1COCCN1C2=NC(=CC(=N2)NC3=CN=C(C=C3)OC4=CC=CC=C4)C5=CN=C(N=C5)N"
"P42336",7.832000000000001,"CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F"
"P42336",7.839999999999999,"CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5"
"P42336",7.848,"CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=NC(=NC=C3)C(C)(C)C"
"P42336",7.85,"CC1=C(C(=NC=N1)N2CCC3(CC2)OCCCO3)C#CC4=CN=C(C=C4)N"
"P42336",7.85,"CC1=C2C=C(C(=O)N(C2=NC(=N1)N)CC3CCOC3)C4=CNN=C4"
"P42336",7.85,"C[C@@H]1CCN([C@@H]1C(=O)N)C(=O)NC2=NC(=C(S2)C3=CSC(=N3)C4(CC4)C(F)(F)F)C"
"P42336",7.85,"CC1=C2C=C(C(=O)N(C2=CC(=N1)N)C3CCCC3)C4=CC(=C(N=C4)OC)NS(=O)(=O)C5=CC=C(C=C5)C#N"
"P42336",7.85,"COC1=C(C=C(C=N1)N2CCC3=C(C2)C(=NC=N3)N[C@H]4CCN(C4)C(=O)C5CCOCC5)Cl"
"P42336",7.85,"C1CC2COCC1N2C3=NC(=NC(=N3)N4CCOCC4)C5=CC=C(C=C5)NC(=O)NC6=CC=C(C=C6)CCO"
"P42336",7.85,"CC(C)N1C(=NC=N1)C2=NC3=C(S2)CCOC4=C3C=CC(=C4)C5=CC=CNC5=O"
"P42336",7.85,"C1COCCN1C2=NC(=NC(=C2)C3=CN=C(N=C3C(F)(F)F)N)N4CCOCC4"
"P42336",7.85,"CS(=O)(=O)N1CCC2=C(N=C(N=C21)N3CCOCC3)C4=CN=C(N=C4)N"
"P42336",7.85,"C1=CC(=CC=C1F)S(=O)(=O)NC2=C(N=CC(=C2)C3=CN=C4N3C=C(C=C4)Br)Cl"
"P42336",7.85,"CC1=C(C(=NC=N1)N2CCC(CC2)CCO)C#CC3=CN=C(C=C3)N"
"P42336",7.85,"CC1=C(C(=CC=C1)[N+](=O)[O-])S(=O)(=O)N(C)/N=C/C2=C3C=C(C=CN3N=C2)C#N"
"P42336",7.85,"C1COCCN1C2=CC(=O)C3=C(O2)C(=CS3)C4=CC=C(C=C4)NC(=O)C5=CC=NC=C5"
"P42336",7.85,"C1CNCCC1N2C=NC3=C2N=C(N=C3N4CCOCC4)C5=CC(=CN=C5)O"
"P42336",7.85,"C1CCN(CC1)CCCC(=O)NC2=NC3=C(S2)C=C(C=C3)C4=CC(=C(N=C4)N)C(F)(F)F"
"P42336",7.85,"CC1=C2C=C(C(=O)N(C2=NC(=N1)N)[C@@H]3CC[C@@H](C3)O)C4=CNN=C4"
"P42336",7.85,"CN(C)CCOC1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=NC(=NC(=N3)N4C5CCC4COC5)N6CCOCC6"
"P42336",7.85,"CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CSC(=N3)C4(CC4)C"
"P42336",7.85,"CCN(CC)CCNC(=O)NC1=NN2C=C(C=CC2=N1)C3=CC(=C(N=C3)OC)NS(=O)(=O)C4=CC=C(C=C4)F"
"P42336",7.85,"CNC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3C4CCN(CC4)CC5=CC=CC=C5)C(=N2)N6CCOCC6"
"P42336",7.87,"COC1=C(C=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=NC(=NC(=N3)N4C5CCC4COC5)N6CCOCC6)OC"
"P42336",7.87,"CC1=C2C=C(C(=O)N(C2=CC(=N1)N)C3CCCC3)C4=CN=C(C=C4)OC"
"P42336",7.875,"COC1=NC=C(C=C1)NC2=NC(=NC(=C2)C3=CN=C(N=C3)N)N4CCOCC4"
"P42336",7.88,"CC1(CC(CCO1)C(=O)N2CC[C@@H](C2)NC3=NC=NC4=C3CN(CC4)C5=CN=C(C(=C5)C(F)(F)F)OC)C"
"P42336",7.885,"COC1=NC=C(C=C1C#N)N2CCC3=C(C2)C(=NC=N3)N[C@H]4CCN(C4)C(=O)C5CCOCC5"
"P42336",7.89,"CC1=CC2=NC=C(N2C=C1)C3=CC(=C(N=C3)Cl)NS(=O)(=O)C4=CC=C(C=C4)F"
"P42336",7.89,"CC(C)(C)C1=NC=CC(=N1)C2=CN=C(S2)NC(=O)N3CCCC3C(=O)N"
"P42336",7.89,"CC1=C(C=C(C=C1)Br)S(=O)(=O)N(C)/N=C/C2=C3C=C(C=CN3N=C2)C#N"
"P42336",7.89,"CC1=C(C=C(C=C1)Cl)S(=O)(=O)N(C)/N=C/C2=C3C=C(C=CN3N=C2)C#N"
"P42336",7.89,"CC1=C(C=C(C=C1)[N+](=O)[O-])S(=O)(=O)N/N=C/C2=C3C=C(C=CN3N=C2)C#N"
"P42336",7.9,"CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)NCC3=CC(=CC(=C3)C(=O)O)C4=CC5=C(C=C4)OCCO5"
"P42336",7.9,"COC(=O)C1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=NC(=NC(=N3)N4CCOCC4)N5CCOCC5"
"P42336",7.91,"CN(C1=CC=CC=C1Cl)C(=O)C2=CC3=C(S2)C4=C(C=C(C=C4)C(=O)N)OCC3"
"P42336",7.92,"CC1=C2C=C(C(=O)N(C2=CC(=N1)N)C3CCCC3)C4=CC(=C(N=C4)OC)NS(=O)(=O)C5=C(C=C(C=C5)F)F"
"P42336",7.92,"C1=CC=C(C=C1)S(=O)(=O)NC2=CN=CC(=C2)C3=CN4C(=NC=C4C5=CC=CC(=C5)C#N)C=C3"
"P42336",7.92,"CCN(CCCN(C)C)/C=C/1\C2=C(C(=O)C3=C([C@]2([C@H](OC1=O)COC)C)[C@@H](C[C@]4([C@H]3CC[C@@H]4O)C)OC(=O)C)O"
"P42336",7.92,"CC1=C2C=C(C(=O)N(C2=NC(=N1)N)C3CCCC3)C4=CN(N=C4)CC(F)F"
"P42336",7.92,"C1=CC=C(C=C1)S(=O)(=O)NC2=CN=CC(=C2)C3=CN=C4C(=C3)C(=CN4)C5=CN=CC=C5"
"P42336",7.92,"CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=CC=C(C=C4)NC(=O)NC5=CN=CC=C5)N6CC7CCC(C6)O7"
"P42336",7.92,"CC1=C2C=C(C(=O)N(C2=NC(=N1)N)C3CCC(=O)CC3)C4=CNN=C4"
"P42336",7.92,"COC1=C(C=C(C=C1)C2=CNC3=NC=C(C=C23)C4=CC(=CN=C4)NS(=O)(=O)C5=CC=CC=C5)OC"
"P42336",7.93,"CN(C)CCNC(=O)C1=CN2C=C(N=C(C2=N1)N3CCOCC3)C4=CN=C(N=C4)N"
"P42336",7.9399999999999995,"C1COC2=CC=CC=C2C3=C1C=C(S3)C4=NC=NN4C5=C(C=C(C=C5)F)F"
"P42336",7.945,"C[C@H]1CCN([C@@H]1C(=O)N)C(=O)NC2=NC3=C(S2)C4=C(CC3)SC(=N4)C(C)(C)C"
"P42336",7.96,"C1COCCN1C2=NC(=NC(=N2)C3=CC=C(C=C3)NC(=O)NC4=CN=NC=C4)N5CCOCC5"
"P42336",7.96,"CN(C(=O)C1=CC(=CC=C1)[N+](=O)[O-])/N=C/C2=C3C=C(C=CN3N=C2)C#N"
"P42336",7.96,"CC1=C(N=CC(=C1)C2=CC3=C(N=C(N=C3N(C2=O)C4CCCC4)N)C)N(C)C"
"P42336",7.96,"CC1=C2C=C(C(=O)N(C2=NC(=N1)N)C(C)C)C3=CN=C(C=C3)OC"
"P42336",7.96,"CC1=C(C2=C(N1CCN3CCOCC3)C=CC(=C2)OC)/C=C\4/C(=O)C5=C(C=C(C=C5O4)O)O"
"P42336",7.96,"CC1=C2C=C(C(=O)N(C2=NC(=N1)N)[C@@H]3CC[C@@H](C3)O)C4=CN=C(C=C4)OC"
"P42336",7.96,"CC1=C2C=C(C(=O)N(C2=NC(=N1)N)CCC3CC3)C4=CN=C(C=C4)OC"
"P42336",7.96,"C1COCCN1C2=NC(=NC3=C2NC=N3)C4=CC(=CN=C4)O"
"P42336",7.96,"CN1C2=C(C=N1)C(=NC(=N2)C3=C4C(=CC=C3)NN=C4N)NC5=CC(=CC=C5)OC"
"P42336",7.96,"C1=CC=C(C=C1)S(=O)(=O)NC2=CN=CC(=C2)C3=CN4C(=NC=C4C#N)C=C3"
"P42336",7.96,"COC1=C(C2=C(C=C1)C3=NCCN3C(=N2)NC(=O)C4=CN=CC=C4)OC"
"P42336",7.97,"CC(C)N1C(=NC=N1)C2=NC3=C(S2)CCOC4=C3C=CC(=C4)C5CCNCC5"
"P42336",7.98,"CC(C)N1C2=C(C(=NC(=N2)C3=CC=C(C=C3)NC(=O)NC4=CN=CC=C4)N5CCOCC5)N=N1"
"P42336",7.98,"C[C@@H]1CCN([C@@H]1C(=O)N)C(=O)NC2=NC3=C(S2)C4=C(CC3)SC(=N4)C(C)(C)C"
"P42336",7.98,"C1CC1N2C3=C(C(=NC(=N3)C4=CC=C(C=C4)NC(=O)NC5=CN=CC=C5)N6CCOCC6)N=N2"
"P42336",7.98,"CN1C2=C(C(=NC(=N2)C3=CC=C(C=C3)NC(=O)NC4=CN=CC=C4)N5CCOCC5)N=N1"
"P42336",7.985,"CC(C)N1C(=NC=N1)C2=NC3=C(S2)CCOC4=C3C=CC(=C4)C5=CN(C=N5)C"
"P42336",7.99,"CC(C)N1C(=NC=N1)C2=NC3=C(S2)CCOC4=C3C=CC(=C4)C5=NC=CN5"
"P42336",7.99,"CS(=O)(=O)N1CCN(CC1)CC2=CN3C=C(N=C(C3=N2)N4CCOCC4)C5=CN=C(N=C5C(F)(F)F)N"
"P42336",7.99,"CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)NCC3=CC(=CC(=C3)C(=O)NCCC(C)C)C4=CN=C(C=C4)OC"
"P42336",8.0,"CC(=O)O[C@@H]1C[C@]2([C@@H](CC[C@@H]2O)C3=C1[C@]4([C@H](OC(=O)/C(=C/N(C)CCCN5CCN(CC5)C)/C4=C(C3=O)O)COC)C)C"
"P42336",8.0,"C1COCCN1C2=NC(=NC3=C2C=CN3CC(F)(F)F)C4=CC=C(C=C4)NC(=O)NC5=CC=NC=C5"
"P42336",8.0,"CC1=C2C=C(C(=O)N(C2=NC(=N1)N)CC(C)C)C3=CN=C(C=C3)OC"
"P42336",8.0,"C1COCCN1C2=NC(=NC3=C2NC(=N3)C4=CC(=CC=C4)CO)N5CCOCC5"
