,target_id,pAc,smiles
21302,P42345,2.0,CS(=O)(=O)N1CCN(CC1)CC2=CN3C=C(N=C(C3=N2)N4CCOCC4)C5=CN=C(N=C5C(F)(F)F)N
21303,P42345,3.4,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
21304,P42345,4.0,CCOC1=CC2=C(C=C1)C=C(C=C2)C3=NN(C4=C3C(=NC=N4)N)C
21305,P42345,4.0,CC(C)N1C2=C(C(=N1)C3=CC4=NON=C4C=C3)C(=NC=N2)N
21306,P42345,4.0,C1CCC(C1)N2C3=C(C(=N2)C4=CC5=C(C=C4)NC(=O)C=C5)C(=NC=N3)N
21307,P42345,4.0,CC(C)N1C2=C(C(=N1)C3=CC=C(C=C3)C(=O)C)C(=NC=N2)N
21308,P42345,4.0,C1=CC=C(C=C1)C2=C(OC=N2)CN3C4=C(C(=N3)C5=CC(=C(C=C5)F)O)C(=NC=N4)N
21309,P42345,4.0,CN1C2=C(C(=N1)C3=CC4=C(C=C3)OC=CC4=O)C(=NC=N2)N
21310,P42345,4.0,CC(C)N1C2=C(C(=N1)C3=CC(=C(C=C3)N)OC)C(=NC=N2)N
21311,P42345,4.0,CCOC1=C(C=CC(=C1)C2=NN(C3=C2C(=NC=N3)N)CCO)OC
21312,P42345,4.0,CC(C)N1C2=C(C(=N1)C3=CC(=C(C=C3)C#N)F)C(=NC=N2)N
21313,P42345,4.0,CC(C)N1C2=C(C(=N1)C3=CC(=C(C(=C3)OC)OC)OC)C(=NC=N2)N
21314,P42345,4.0,CN1C2=C(C(=N1)C3=CC4=CC=CC=C4C=C3)C(=NC=N2)N
21315,P42345,4.0,C1CNCCC1CN2C3=C(C(=N2)C4=CC(=C(C=C4)F)O)C(=NC=N3)N
21316,P42345,4.0,CCOC1=C(C=C(C=C1)C2=C3C(=NC=NC3=NN2)N)OC
21317,P42345,4.0,CC(C)N1C2=C(C(=N1)C3=CC(=C(C=C3)F)C#N)C(=NC=N2)N
21318,P42345,4.0,CC(C)(C)N1C2=C(C(=N1)C3=CC(=C(C=C3)OC)OC)C(=NC=N2)N
21319,P42345,4.24,COC1=C(C=C(C=C1)CCNC(=O)C2=C(C3=C(S2)N=C(C=C3C4=CC=CC=C4)C5=CC=CC=C5)N)OC
21320,P42345,4.27,C1=CC=C(C=C1)C2=C(N(C3=C2C(=NC=N3)NCCCN4C=CN=C4)CC5=CC=CO5)C6=CC=CC=C6
21321,P42345,4.28,CC1=C(C=C(C=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OCC(=O)N)S(=O)(=O)NC
21322,P42345,4.3,CC1=NN(N=C1CN2C3=C(C(=N2)C4=CC(=C(C=C4)F)O)C(=NC=N3)N)C5=CC=CC=C5
21323,P42345,4.3,CC(C)N1C2=C(C(=N1)C3=CN=CN=C3)C(=NC=N2)N
21324,P42345,4.3,CC1=C2C(=CC=C1)N=C(N(C2=O)C3=CC=CC=C3C)CN4C5=C(C(=N4)C6=CC(=CC=C6)O)C(=NC=N5)N
21325,P42345,4.4,CC(C)N1C2=C(C(=N1)C3=CC=CC(=C3)C#N)C(=NC=N2)N
