,target_id,pAc,smiles,SlogP,SMR,LabuteASA,TPSA,AMW,ExactMW,NumLipinskiHBA,NumLipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumAmideBonds,NumHeteroAtoms,NumHeavyAtoms,NumAtoms,NumStereocenters,NumUnspecifiedStereocenters,NumRings,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,FractionCSP3,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,Chi1n,Chi2n,Chi3n,Chi4n,HallKierAlpha,kappa1,kappa2,kappa3,slogp_VSA1,slogp_VSA2,slogp_VSA3,slogp_VSA4,slogp_VSA5,slogp_VSA6,slogp_VSA7,slogp_VSA8,slogp_VSA10,slogp_VSA11,slogp_VSA12,smr_VSA1,smr_VSA2,smr_VSA3,smr_VSA4,smr_VSA5,smr_VSA6,smr_VSA7,smr_VSA9,smr_VSA10,peoe_VSA1,peoe_VSA2,peoe_VSA3,peoe_VSA4,peoe_VSA5,peoe_VSA6,peoe_VSA7,peoe_VSA8,peoe_VSA9,peoe_VSA10,peoe_VSA11,peoe_VSA12,peoe_VSA13,peoe_VSA14,MQN1,MQN2,MQN3,MQN4,MQN5,MQN6,MQN7,MQN8,MQN9,MQN10,MQN11,MQN12,MQN13,MQN14,MQN15,MQN16,MQN17,MQN19,MQN20,MQN21,MQN22,MQN23,MQN24,MQN25,MQN26,MQN27,MQN28,MQN29,MQN30,MQN31,MQN32,MQN33,MQN34,MQN35,MQN36,MQN37,MQN38,MQN39,MQN40,MQN41,MQN42
29173,Q05397,3.71,COC1=CC=C(C=C1)CNC2=C3C4=CC=CC=C4OC3=NC=C2,4.601700000000003,91.83570000000003,133.2590952759629,47.29,304.349,304.121177752,4,1,4,1,4,0,4,23,39,0,0,4,4,0,0,2,0,0,2,0,0,0.10526315789473684,12.744319649510492,7.480259137007036,5.3385145858431065,3.9212423500560942,2.7345782344566127,7.480259137007036,5.3385145858431065,3.9212423500560942,2.7345782344566127,-3.01,13.639070713839882,5.64706335730899,2.482566167016922,10.053651557806381,12.093776062224741,6.544756405912576,0.0,5.563451491696997,65.21129812482093,0.0,22.068965215365537,5.687386274683562,5.749511833283905,0.0,9.154013890853397,0.0,4.9839785209472085,0.0,6.544756405912576,12.426586145283865,66.35759867946457,5.749511833283905,27.756351490049106,14.470802494859724,0.0,4.9839785209472085,0.0,0.0,30.33183534230805,29.828919765543443,23.815210466674014,12.49602175574233,11.332531974926148,0.0,5.7134966447937074,0.0,0.0,19,0,0,0,0,0,0,1,1,1,1,23,5,0,0,11,10,4,6,4,1,1,0,0,1,3,0,0,12,7,0,0,0,1,3,0,0,0,0,4,2
29174,Q05397,3.81,C1C(=O)NN=C2N1C3=CC=CC=C3OC2,0.3286999999999997,54.860700000000016,86.32973095948209,53.93000000000001,203.201,203.069476528,5,1,0,1,4,1,5,15,24,0,0,3,1,0,2,0,0,2,1,0,0,0.2,7.9345384110592425,4.692035432451603,3.4055557754220764,2.4357735119816835,1.7363667624266699,4.692035432451603,3.4055557754220764,2.4357735119816835,1.7363667624266699,-2.04,8.283314936086251,2.9791173884625466,1.237792800913407,15.062564081760913,24.894437885534266,4.794537184071822,0.0,0.0,29.366875799586158,0.0,0.0,5.687386274683562,5.749511833283905,0.0,9.531400137871868,0.0,5.425791397110385,5.101407525739723,0.0,18.051548101275973,24.26546827384644,5.749511833283905,17.430185789792336,9.636772684650527,4.794537184071822,5.425791397110385,5.101407525739723,0.0,12.13273413692322,12.13273413692322,0.0,5.687386274683562,18.9011502037094,5.8356197857572685,0.0,5.9071797293515065,0.0,10,0,0,0,0,0,0,0,3,1,1,15,0,1,0,12,4,0,7,5,1,1,0,0,1,0,0,0,9,5,0,0,0,0,3,0,0,0,0,4,2
29175,Q05397,3.9,CC(=O)NC1=CC=CC=C1NC2=NC(=NC(=N2)C(F)(F)F)NC3=CC(=C(C(=C3)OC)OC)OC,4.3618000000000015,118.2381,192.04253870901147,119.52,478.43100000000015,478.15763781199996,10,3,8,3,9,1,13,34,55,0,0,3,3,0,0,1,0,0,2,0,0,0.2380952380952381,18.57262898252076,9.681879755901909,6.694774715754428,4.294062462264439,2.9080862003516668,9.681879755901909,6.694774715754428,4.294062462264439,2.9080862003516668,-4.29,24.35435054316451,10.103841144205896,5.735352841732287,30.16095467341914,42.18850791602573,10.970835701515298,0.0,12.748141697690553,36.398202410769656,0.0,0.0,42.130082529048146,17.248535499851716,0.0,32.176371188496425,0.0,14.951935562841625,0.0,13.100035717134096,37.27975843585159,42.22260690876959,17.248535499851716,34.866017115375186,30.16095467341914,4.794537184071822,0.0,28.12318070586609,0.0,12.13273413692322,12.13273413692322,24.743857611297408,32.70416517319973,0.0,11.49902366656781,29.377774622608328,0.0,6.176298517443475,21,3,0,0,0,0,0,3,3,4,0,34,17,1,0,9,9,8,14,10,3,3,0,0,8,6,1,1,9,9,0,0,0,0,3,0,0,0,0,0,0
29176,Q05397,4.04,CN1C2=CC=CC=C2N=C1C3=NC4=C(C=C3)C(=O)N(C(=O)N4C)C,1.1858999999999995,91.93300000000004,135.98736373689508,74.71000000000002,321.3400000000001,321.1225747200001,7,0,1,0,7,0,7,24,39,0,0,4,4,0,0,3,0,0,1,0,0,0.17647058823529413,13.516666173565273,7.473990926176115,5.756561340477477,4.317978810013917,2.953294624468755,7.473990926176115,5.756561340477477,4.317978810013917,2.953294624468755,-3.22,14.377203408593349,4.8875763643461445,1.8414855902433784,11.249010293255479,23.669255985268478,21.143015948031564,0.0,0.0,45.9872767789133,0.0,33.585135363313434,0.0,0.0,0.0,0.0,0.0,23.669255985268478,21.143015948031564,0.0,0.0,57.236287072168786,11.518332492848387,22.066802870465047,4.5670996477913555,13.928736479654534,14.762494225966242,0.0,0.0,12.13273413692322,24.26546827384644,21.143015948031564,16.41962564969732,11.341105215616189,5.824404497999928,0.0,5.559266895052006,5.689743398203473,17,0,0,0,0,0,0,0,5,2,0,24,4,2,0,11,10,1,9,7,0,0,0,0,5,0,0,0,8,11,0,0,0,1,3,0,0,0,0,4,2
29177,Q05397,4.16,CN1C2=CC=CC=C2N=C1C3=NC(=NC=C3)NC4=CC=C(C=C4)Cl,4.4273000000000025,96.4747,143.52340243869568,55.63,335.798,335.09377312799995,5,1,3,1,5,0,6,24,38,0,0,4,4,0,0,2,0,0,2,0,0,0.05555555555555555,13.696250492923774,7.858332721174505,5.816958248898924,4.0241607280608065,2.7063890958095027,7.480368248165277,5.380522468426941,3.7721844127213218,2.5804009381397597,-2.9199999999999995,14.658349024845199,5.940202904844313,2.698027081874082,5.316788604006331,19.51903521063298,7.0476719826771905,0.0,0.0,60.79414718776757,5.022633313741326,22.55173392808091,11.635725555670055,0.0,11.600939890232516,0.0,0.0,19.51903521063298,7.0476719826771905,0.0,5.316788604006331,65.81678050150889,11.518332492848387,34.270066881135094,9.883888251797686,0.0,14.951935562841625,0.0,0.0,23.733674027155732,42.46456947923127,23.95453514271516,11.033401435232523,5.693927994848461,5.824404497999928,5.9483392809864934,0.0,0.0,18,0,1,0,0,0,0,1,4,0,0,24,5,0,0,11,11,3,5,5,1,1,0,0,2,1,0,0,13,8,0,0,0,1,3,0,0,0,0,2,1
29178,Q05397,4.18,CNC1=NC(=NC(=N1)NC2=CC(=C(C(=C2)OC)OC)OC)NC3=CC=CC=C3NS(=O)(=O)C,2.7978000000000005,126.94560000000004,191.3301063618155,148.62,475.5310000000002,475.1637879,12,4,10,4,11,0,13,33,58,0,0,3,3,0,0,1,0,0,2,0,0,0.25,19.57172872534853,11.497926208243518,8.388512227639518,4.839479185707659,3.4606726644184804,9.606514670185259,6.64005702845577,4.248775170995338,2.883203100255647,-4.0,23.658688865764827,10.08,6.0357142857142865,34.883049537871216,58.00256633719175,10.023291153407584,0.0,0.0,36.398202410769656,0.0,0.0,34.90717666701018,17.248535499851716,0.0,22.628385845729085,0.0,14.951935562841625,0.0,0.0,55.30529446649228,36.398202410769656,17.248535499851716,44.930467820417746,30.160954673419138,4.722094864452088,8.417796984328938,14.951935562841625,0.0,12.13273413692322,12.13273413692322,24.867792394283967,38.95993435671114,0.0,11.49902366656781,33.61782082965097,0.0,0.0,20,0,0,0,0,1,0,4,3,5,0,33,15,2,0,9,9,10,17,12,4,4,0,0,7,7,0,1,9,9,0,0,0,0,3,0,0,0,0,0,0
29179,Q05397,4.24,CC1=CC=C(C=C1)NC2=NC=CC(=N2)C3=NC4=CC=CC=C4N3C,4.082320000000003,96.20170000000005,139.58507832621072,55.63,315.38000000000005,315.14839554400004,5,1,3,1,5,0,5,24,41,0,0,4,4,0,0,2,0,0,2,0,0,0.10526315789473684,13.562357073896091,7.791386011660664,5.739654847380573,3.9795295883849113,2.6840735259715567,7.791386011660664,5.739654847380573,3.9795295883849113,2.6840735259715567,-3.2099999999999995,14.386567697491765,5.772852975447228,2.6037819690587622,5.316788604006331,19.519035210632985,7.0476719826771905,6.923737199690624,5.563451491696997,60.79414718776757,0.0,22.55173392808091,11.635725555670055,0.0,0.0,0.0,0.0,19.519035210632985,7.0476719826771905,6.923737199690624,5.316788604006331,66.35759867946456,11.518332492848387,22.669126990902576,9.883888251797686,0.0,14.951935562841625,0.0,0.0,29.828919765543443,37.255572541998674,18.931901828973828,11.033401435232523,5.693927994848461,5.824404497999928,5.9483392809864934,0.0,0.0,19,0,0,0,0,0,0,1,4,0,0,24,5,0,0,11,11,3,5,5,1,1,0,0,2,1,0,0,13,8,0,0,0,1,3,0,0,0,0,2,1
29180,Q05397,4.24,COC1=CC(=CC(=C1OC)OC)NC2=NC(=NC(=N2)NC3=CC(=CC=C3)NS(=O)(=O)C)Cl,3.4095000000000013,122.4089,189.71856829069247,136.59,480.93400000000014,480.09826645199996,11,3,9,3,10,0,13,32,53,0,0,3,3,0,0,1,0,0,2,0,0,0.21052631578947367,19.205622144376218,11.308889853613653,8.457218793627515,4.726473280808065,3.4630870602498076,9.039513842546173,6.37070189255236,3.950949357568248,2.747859443206864,-3.51,23.15938807824662,9.745718097985302,6.015565133072188,29.566260933864893,50.95489435451457,10.023291153407584,0.0,0.0,36.398202410769656,5.283586320044257,0.0,28.958837386023674,17.248535499851716,11.600939890232516,22.628385845729085,0.0,14.951935562841625,0.0,0.0,42.94083387980875,41.68178873081392,17.248535499851716,50.58306842966378,24.844166069412807,4.722094864452088,8.417796984328938,14.951935562841625,0.0,6.06636706846161,29.800041095617342,23.507506686290345,33.27254808202757,0.0,11.49902366656781,32.953067868708736,0.0,0.0,19,0,1,0,0,1,0,3,3,5,0,32,14,2,0,9,9,9,16,11,3,3,0,0,7,6,0,1,9,9,0,0,0,0,3,0,0,0,0,0,0
29181,Q05397,4.27,CC1=NC(=NC(=N1)NC2=CC(=C(C(=C2)OC)OC)OC)NC3=CC=CC=C3NC(=O)N(C)C,3.7865200000000017,126.37510000000003,191.6707082848327,122.76,453.50300000000016,453.21245234400004,11,3,8,3,9,2,11,33,60,0,0,3,3,0,0,1,0,0,2,0,0,0.2727272727272727,19.38594915899304,9.98296703513796,7.064015982022274,4.489402267743402,2.924575087743316,9.98296703513796,7.064015982022274,4.489402267743402,2.924575087743316,-4.2799999999999985,23.38452026367187,10.35394436357457,5.699840594731053,30.160954673419138,61.30769639521715,0.0,6.923737199690624,5.824404497999928,36.398202410769656,0.0,0.0,33.75337457009549,17.248535499851716,0.0,19.005126045471968,0.0,19.851845293692104,0.0,6.923737199690624,51.37510240120597,42.22260690876959,17.248535499851716,34.989951898361745,35.060864404269616,0.0,4.794537184071822,14.951935562841625,0.0,12.13273413692322,19.056471336613843,31.915464376961165,32.70416517319973,5.824404497999928,11.49902366656781,17.646190395256895,0.0,6.031114512338072,22,0,0,0,0,0,0,4,3,4,0,33,16,1,0,9,9,8,15,11,3,3,0,0,7,6,2,0,9,9,0,0,0,0,3,0,0,0,0,0,0
29182,Q05397,4.29,CC1=NC(=NC(=N1)NC2=CC(=C(C(=C2)OC)OC)OC)NC3=CC=CC=C3NC(=O)C,3.6514200000000017,117.97310000000004,179.5459325002327,119.52,424.4610000000001,424.18590324800005,10,3,8,3,9,1,10,31,55,0,0,3,3,0,0,1,0,0,2,0,0,0.2380952380952381,17.938735563493086,9.364933046388066,6.420622444461772,4.152319584720873,2.8872147615798878,9.364933046388066,6.420622444461772,4.152319584720873,2.8872147615798878,-4.079999999999999,21.624619410822817,9.613019495876369,5.295630524318573,30.160954673419138,42.188507916025735,4.794537184071822,6.923737199690624,12.748141697690553,36.398202410769656,0.0,0.0,28.958837386023674,17.248535499851716,0.0,19.005126045471968,0.0,14.951935562841625,0.0,13.847474399381248,37.27975843585159,42.22260690876959,17.248535499851716,34.86601711537518,30.160954673419138,4.794537184071822,0.0,14.951935562841625,0.0,12.13273413692322,19.056471336613843,24.74385761129741,32.70416517319973,5.824404497999928,11.49902366656781,23.553370124608396,0.0,0.0,21,0,0,0,0,0,0,3,3,4,0,31,14,1,0,9,9,8,14,10,3,3,0,0,6,6,1,0,9,9,0,0,0,0,3,0,0,0,0,0,0
